epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s,fsq_train_total,train_recon,train_unif,fsq_val_total,val_recon,val_unif,fsq_gap,encoder_grad_rms,transformer_grad_rms,fsq_lr,train_code_usage_pct,train_code_perplexity,val_code_usage_pct,val_code_perplexity
78,1.601542,1.601542,0.3990,0.8574,0.7411,0.7950,0.0000,1.580785,1.580785,0.4025,0.6569,0.8171,0.7283,0.0000,-0.0208,2.8e-03,358.7,3.511068,3.498452,1.261535e-02,3.423892,3.410746,1.314607e-02,-0.0872,9.999999e-01,6.828557e-02,7.1e-04,100.00,474.19,100.00,470.61
80,1.558044,1.558044,0.4086,0.8677,0.7433,0.8007,0.0000,1.471715,1.471715,0.4232,0.6372,0.8439,0.7261,0.0000,-0.0863,2.8e-03,400.3,3.352213,3.339362,1.285052e-02,3.146847,3.133957,1.288971e-02,-0.2054,9.999998e-01,3.598976e-02,6.9e-04,100.00,469.48,100.00,463.83
81,1.587577,1.587577,0.4010,0.8591,0.7445,0.7977,0.0000,1.500948,1.500948,0.4148,0.5963,0.8537,0.7021,0.0000,-0.0866,2.7e-03,359.7,3.424332,3.412069,1.226277e-02,3.237794,3.225710,1.208447e-02,-0.1865,9.999999e-01,7.048030e-02,6.9e-04,100.00,474.56,100.00,467.77
82,1.581880,1.581880,0.4021,0.8629,0.7484,0.8016,0.0000,1.517013,1.517013,0.4118,0.6567,0.8024,0.7223,0.0000,-0.0649,2.7e-03,360.1,3.438371,3.425923,1.244847e-02,3.280167,3.266938,1.322938e-02,-0.1582,9.999999e-01,6.838659e-02,6.8e-04,100.00,470.54,100.00,451.10
83,1.581754,1.581754,0.4019,0.8653,0.7450,0.8007,0.0000,1.581076,1.581076,0.3991,0.7050,0.7927,0.7463,0.0000,-0.0007,2.7e-03,359.8,3.437466,3.424825,1.264127e-02,3.421691,3.408648,1.304289e-02,-0.0158,9.999999e-01,7.190962e-02,6.7e-04,100.00,466.98,100.00,459.41
84,1.583017,1.583017,0.4014,0.8646,0.7464,0.8011,0.0000,1.568272,1.568272,0.4037,0.6725,0.8366,0.7457,0.0000,-0.0147,2.7e-03,359.4,3.448276,3.435693,1.258279e-02,3.317123,3.305025,1.209817e-02,-0.1312,9.999999e-01,6.547940e-02,6.6e-04,100.00,467.45,100.00,460.69
85,1.585058,1.585058,0.4010,0.8687,0.7499,0.8050,0.0000,1.568545,1.568545,0.4015,0.7401,0.7293,0.7346,0.0000,-0.0165,2.6e-03,359.4,3.458052,3.445312,1.273972e-02,3.255816,3.243237,1.257912e-02,-0.2022,9.999999e-01,6.674946e-02,6.6e-04,100.00,464.34,100.00,461.79
86,1.586570,1.586570,0.4006,0.8672,0.7492,0.8039,0.0000,1.619322,1.619322,0.3945,0.6952,0.8122,0.7492,0.0000,0.0328,2.6e-03,359.4,3.442005,3.429423,1.258188e-02,3.378074,3.364967,1.310752e-02,-0.0639,9.999999e-01,6.855925e-02,6.5e-04,100.00,465.60,100.00,448.94
87,1.586700,1.586700,0.3999,0.8655,0.7468,0.8018,0.0000,1.604061,1.604061,0.4012,0.6431,0.8439,0.7300,0.0000,0.0174,2.6e-03,359.4,3.451613,3.438909,1.270419e-02,3.293644,3.279938,1.370639e-02,-0.1580,9.999999e-01,6.682092e-02,6.4e-04,100.00,462.54,100.00,441.79
88,1.580841,1.580841,0.4013,0.8659,0.7536,0.8059,0.0000,1.537446,1.537446,0.4071,0.6757,0.7878,0.7275,0.0000,-0.0434,2.5e-03,359.5,3.437253,3.424603,1.264985e-02,3.260758,3.248787,1.197156e-02,-0.1765,9.999999e-01,6.911421e-02,6.3e-04,100.00,462.47,100.00,464.23
89,1.593367,1.593367,0.3982,0.8659,0.7506,0.8041,0.0000,1.510853,1.510853,0.4120,0.6284,0.8537,0.7239,0.0000,-0.0825,2.5e-03,360.6,3.448768,3.436461,1.230756e-02,3.172024,3.158314,1.371002e-02,-0.2767,9.999999e-01,6.581318e-02,6.3e-04,100.00,466.01,100.00,453.44
90,1.590783,1.590783,0.3984,0.8633,0.7490,0.8021,0.0000,1.614363,1.614363,0.3940,0.6749,0.8000,0.7321,0.0000,0.0236,2.5e-03,360.7,3.421616,3.409006,1.260974e-02,3.258538,3.246819,1.171877e-02,-0.1631,9.999999e-01,6.648284e-02,6.2e-04,100.00,461.91,100.00,460.77
91,1.589772,1.589772,0.3982,0.8657,0.7500,0.8037,0.0000,1.606119,1.606119,0.3973,0.5527,0.8829,0.6798,0.0000,0.0163,2.5e-03,359.9,3.416886,3.404420,1.246560e-02,3.277301,3.265579,1.172210e-02,-0.1396,9.999999e-01,6.890309e-02,6.1e-04,100.00,461.10,100.00,463.75
92,1.598853,1.598853,0.3965,0.8678,0.7573,0.8088,0.0000,1.703925,1.703925,0.3885,0.6673,0.8122,0.7327,0.0000,0.1051,2.4e-03,359.6,3.419719,3.407396,1.232339e-02,3.301851,3.288397,1.345442e-02,-0.1179,9.999999e-01,6.942387e-02,6.0e-04,100.00,463.38,100.00,447.31
93,1.591324,1.591324,0.3981,0.8703,0.7540,0.8080,0.0000,1.591989,1.591989,0.3965,0.6891,0.8000,0.7404,0.0000,0.0007,2.4e-03,360.8,3.419798,3.407339,1.245852e-02,3.298627,3.286020,1.260658e-02,-0.1212,9.999999e-01,6.818629e-02,6.0e-04,100.00,461.02,100.00,451.98
94,1.596565,1.596565,0.3968,0.8679,0.7541,0.8070,0.0000,1.611983,1.611983,0.3922,0.6542,0.8073,0.7227,0.0000,0.0154,2.4e-03,359.4,3.404440,3.392359,1.208033e-02,3.293443,3.280385,1.305743e-02,-0.1110,9.999999e-01,6.892864e-02,5.9e-04,100.00,461.64,100.00,454.14
95,1.594609,1.594609,0.3972,0.8691,0.7519,0.8063,0.0000,1.713879,1.713879,0.3819,0.6279,0.8439,0.7201,0.0000,0.1193,2.3e-03,359.6,3.399841,3.387786,1.205488e-02,3.310957,3.298313,1.264424e-02,-0.0889,9.999999e-01,6.809717e-02,5.8e-04,100.00,461.73,100.00,451.42
96,1.595974,1.595974,0.3973,0.8682,0.7518,0.8058,0.0000,1.565637,1.565637,0.3992,0.6922,0.8390,0.7585,0.0000,-0.0303,2.3e-03,359.4,3.389738,3.377784,1.195342e-02,3.236841,3.224645,1.219615e-02,-0.1529,9.999999e-01,6.871852e-02,5.7e-04,100.00,460.18,100.00,451.29
97,1.555779,1.555779,0.4065,0.8744,0.7534,0.8094,0.0000,1.576676,1.576676,0.4016,0.6857,0.8195,0.7467,0.0000,0.0209,2.3e-03,310.3,3.260196,3.248138,1.205784e-02,3.122089,3.110818,1.127178e-02,-0.1381,9.999999e-01,4.118673e-02,5.7e-04,100.00,452.53,100.00,458.99
98,1.581427,1.581427,0.4000,0.8731,0.7590,0.8121,0.0000,1.596296,1.596296,0.3998,0.6757,0.7927,0.7295,0.0000,0.0149,2.2e-03,206.9,3.363213,3.351192,1.202170e-02,3.229260,3.216076,1.318384e-02,-0.1340,9.999999e-01,6.793109e-02,5.6e-04,100.00,456.34,100.00,439.07
99,1.585099,1.585099,0.3992,0.8661,0.7571,0.8079,0.0000,1.566614,1.566614,0.4033,0.6444,0.8488,0.7326,0.0000,-0.0185,2.2e-03,197.8,3.349040,3.336859,1.218093e-02,3.249407,3.236965,1.244127e-02,-0.0996,9.999999e-01,7.034972e-02,5.5e-04,100.00,455.81,100.00,449.55
100,1.579006,1.579006,0.3999,0.8744,0.7602,0.8133,0.0000,1.594273,1.594273,0.3960,0.6194,0.8415,0.7135,0.0000,0.0153,2.2e-03,198.8,3.353118,3.340738,1.237944e-02,3.259376,3.247317,1.205815e-02,-0.0937,9.999999e-01,7.191459e-02,5.4e-04,100.00,453.17,100.00,454.26
101,1.583514,1.583514,0.3994,0.8707,0.7596,0.8114,0.0000,1.567535,1.567535,0.4003,0.7013,0.7902,0.7431,0.0000,-0.0160,2.1e-03,197.8,3.361513,3.349295,1.221764e-02,3.249717,3.238289,1.142782e-02,-0.1118,9.999999e-01,6.916390e-02,5.4e-04,100.00,453.21,100.00,460.59
102,1.595276,1.595276,0.3969,0.8768,0.7688,0.8193,0.0000,1.583400,1.583400,0.3979,0.6130,0.8732,0.7203,0.0000,-0.0119,2.1e-03,198.6,3.374674,3.362610,1.206489e-02,3.204686,3.194076,1.060987e-02,-0.1700,9.999999e-01,6.918570e-02,5.3e-04,100.00,456.67,100.00,464.53
103,1.600856,1.600856,0.3962,0.8733,0.7608,0.8131,0.0000,1.769044,1.769044,0.3747,0.6467,0.8439,0.7323,0.0000,0.1682,2.1e-03,198.7,3.352236,3.340540,1.169538e-02,3.277578,3.266430,1.114801e-02,-0.0747,9.999999e-01,7.162353e-02,5.2e-04,100.00,459.20,100.00,458.70
104,1.598757,1.598757,0.3962,0.8712,0.7586,0.8110,0.0000,1.561558,1.561558,0.4014,0.6074,0.8756,0.7173,0.0000,-0.0372,2.1e-03,198.9,3.373862,3.362106,1.175620e-02,3.196988,3.186384,1.060366e-02,-0.1769,9.999999e-01,6.659764e-02,5.1e-04,100.00,456.54,100.00,465.11
105,1.596874,1.596874,0.3966,0.8678,0.7572,0.8088,0.0000,1.595999,1.595999,0.3956,0.6867,0.8073,0.7422,0.0000,-0.0009,2.0e-03,198.8,3.366456,3.354492,1.196398e-02,3.200426,3.189086,1.133997e-02,-0.1660,9.999999e-01,6.965805e-02,5.1e-04,100.00,454.82,100.00,457.82
106,1.596015,1.596015,0.3972,0.8768,0.7614,0.8150,0.0000,1.654261,1.654261,0.3873,0.6784,0.7976,0.7332,0.0000,0.0582,2.0e-03,198.7,3.350017,3.338054,1.196270e-02,3.254860,3.243304,1.155567e-02,-0.0952,9.999999e-01,6.774649e-02,5.0e-04,100.00,451.90,100.00,454.55
107,1.598337,1.598337,0.3963,0.8705,0.7555,0.8089,0.0000,1.698764,1.698764,0.3836,0.7640,0.7659,0.7649,0.0000,0.1004,2.0e-03,198.7,3.360517,3.348727,1.179019e-02,3.208303,3.196523,1.177977e-02,-0.1522,9.999999e-01,7.012613e-02,4.9e-04,100.00,454.17,100.00,452.33
108,1.600008,1.600008,0.3964,0.8741,0.7641,0.8154,0.0000,1.615168,1.615168,0.3927,0.6550,0.8195,0.7281,0.0000,0.0152,1.9e-03,197.8,3.350914,3.339494,1.142012e-02,3.283412,3.272567,1.084472e-02,-0.0675,9.999999e-01,7.223481e-02,4.8e-04,100.00,455.69,100.00,471.59
109,1.594501,1.594501,0.3967,0.8693,0.7517,0.8062,0.0000,1.636653,1.636653,0.3900,0.6513,0.8244,0.7277,0.0000,0.0422,1.9e-03,198.7,3.347475,3.335575,1.189936e-02,3.302743,3.290915,1.182804e-02,-0.0447,9.999999e-01,6.978450e-02,4.8e-04,100.00,453.26,100.00,449.46
110,1.602623,1.602623,0.3947,0.8718,0.7593,0.8117,0.0000,1.584333,1.584333,0.3978,0.5667,0.8707,0.6865,0.0000,-0.0183,1.9e-03,197.8,3.374950,3.363192,1.175854e-02,3.268100,3.256507,1.159258e-02,-0.1069,9.999999e-01,6.945150e-02,4.7e-04,100.00,454.41,100.00,463.11
111,1.602073,1.602073,0.3955,0.8737,0.7628,0.8145,0.0000,1.627286,1.627286,0.3907,0.6761,0.8146,0.7389,0.0000,0.0252,1.8e-03,198.7,3.398368,3.386614,1.175376e-02,3.268031,3.256813,1.121849e-02,-0.1303,9.999999e-01,6.542767e-02,4.6e-04,100.00,454.58,100.00,463.92
112,1.591335,1.591335,0.3979,0.8728,0.7597,0.8123,0.0000,1.691540,1.691540,0.3881,0.6503,0.8390,0.7327,0.0000,0.1002,1.8e-03,197.9,3.353493,3.341983,1.150994e-02,3.299787,3.288606,1.118090e-02,-0.0537,9.999999e-01,7.239935e-02,4.5e-04,100.00,455.81,100.00,462.83
113,1.585309,1.585309,0.3995,0.8768,0.7664,0.8179,0.0000,1.677923,1.677923,0.3880,0.6512,0.8561,0.7397,0.0000,0.0926,1.8e-03,198.7,3.347031,3.335326,1.170548e-02,3.229614,3.218650,1.096358e-02,-0.1174,9.999999e-01,6.909524e-02,4.5e-04,100.00,453.32,100.00,451.18
114,1.577186,1.577186,0.4011,0.8711,0.7666,0.8155,0.0000,1.730416,1.730416,0.3813,0.7482,0.7756,0.7617,0.0000,0.1532,1.7e-03,197.9,3.332730,3.320936,1.179387e-02,3.290150,3.277882,1.226805e-02,-0.0426,9.999999e-01,6.924923e-02,4.4e-04,100.00,449.56,100.00,441.99
115,1.578799,1.578799,0.4009,0.8694,0.7599,0.8110,0.0000,1.655255,1.655255,0.3910,0.7453,0.7707,0.7578,0.0000,0.0765,1.7e-03,198.8,3.349754,3.337858,1.189656e-02,3.245303,3.234035,1.126735e-02,-0.1045,9.999999e-01,6.916510e-02,4.3e-04,100.00,446.83,100.00,448.03
116,1.577971,1.577971,0.4012,0.8757,0.7649,0.8165,0.0000,1.638507,1.638507,0.3915,0.6190,0.8561,0.7185,0.0000,0.0605,1.7e-03,198.3,3.341583,3.329768,1.181571e-02,3.256277,3.244685,1.159163e-02,-0.0853,9.999999e-01,6.935390e-02,4.2e-04,100.00,447.56,100.00,449.11
117,1.567138,1.567138,0.4029,0.8759,0.7643,0.8163,0.0000,1.629098,1.629098,0.3960,0.6983,0.7902,0.7414,0.0000,0.0620,1.7e-03,199.0,3.331263,3.319428,1.183486e-02,3.194952,3.182642,1.231087e-02,-0.1363,9.999999e-01,6.790053e-02,4.2e-04,100.00,448.54,100.00,445.60
118,1.573205,1.573205,0.4022,0.8689,0.7623,0.8121,0.0000,1.662582,1.662582,0.3873,0.6104,0.8561,0.7127,0.0000,0.0894,1.6e-03,198.1,3.320265,3.308483,1.178201e-02,3.266765,3.255778,1.098712e-02,-0.0535,9.999999e-01,7.035947e-02,4.1e-04,100.00,449.06,100.00,462.31
119,1.567968,1.567968,0.4030,0.8758,0.7674,0.8180,0.0000,1.581063,1.581063,0.4003,0.7247,0.8024,0.7616,0.0000,0.0131,1.6e-03,198.7,3.310930,3.299013,1.191753e-02,3.145818,3.133565,1.225256e-02,-0.1651,9.999999e-01,6.872778e-02,4.0e-04,100.00,448.21,100.00,441.42
120,1.563903,1.563903,0.4043,0.8779,0.7604,0.8149,0.0000,1.633906,1.633906,0.3942,0.6380,0.8512,0.7294,0.0000,0.0700,1.6e-03,197.9,3.330952,3.318893,1.205974e-02,3.291221,3.279560,1.166128e-02,-0.0397,9.999999e-01,6.695538e-02,3.9e-04,100.00,443.52,100.00,446.98
121,1.569729,1.569729,0.4029,0.8772,0.7697,0.8199,0.0000,1.619554,1.619554,0.3978,0.7040,0.8122,0.7542,0.0000,0.0498,1.5e-03,198.7,3.318415,3.306431,1.198482e-02,3.169110,3.156652,1.245756e-02,-0.1493,9.999999e-01,6.761783e-02,3.9e-04,100.00,443.96,100.00,437.84
122,1.568069,1.568069,0.4033,0.8727,0.7627,0.8140,0.0000,1.647805,1.647805,0.3918,0.7512,0.7878,0.7690,0.0000,0.0797,1.5e-03,197.8,3.322588,3.310684,1.190422e-02,3.181464,3.170144,1.132052e-02,-0.1411,9.999999e-01,6.589859e-02,3.8e-04,100.00,443.78,100.00,446.70
123,1.564300,1.564300,0.4039,0.8788,0.7723,0.8221,0.0000,1.773306,1.773306,0.3765,0.6017,0.8805,0.7149,0.0000,0.2090,1.5e-03,198.6,3.311314,3.299395,1.191942e-02,3.191331,3.180059,1.127265e-02,-0.1200,9.999999e-01,6.832607e-02,3.7e-04,100.00,443.39,100.00,442.91
124,1.563905,1.563905,0.4044,0.8753,0.7668,0.8175,0.0000,1.575793,1.575793,0.4028,0.7225,0.8000,0.7593,0.0000,0.0119,1.5e-03,198.1,3.300665,3.288955,1.170919e-02,3.179240,3.167576,1.166368e-02,-0.1214,9.999999e-01,6.650169e-02,3.6e-04,100.00,443.43,100.00,443.28
125,1.557147,1.557147,0.4055,0.8749,0.7652,0.8164,0.0000,1.585598,1.585598,0.3991,0.7225,0.8000,0.7593,0.0000,0.0285,1.4e-03,198.8,3.310269,3.298330,1.193884e-02,3.131256,3.119415,1.184149e-02,-0.1790,9.999999e-01,7.055635e-02,3.6e-04,100.00,439.08,100.00,443.72
126,1.560389,1.560389,0.4049,0.8735,0.7677,0.8172,0.0000,1.642422,1.642422,0.3933,0.6040,0.8780,0.7157,0.0000,0.0820,1.4e-03,198.0,3.290394,3.278536,1.185880e-02,3.228036,3.217476,1.056030e-02,-0.0624,9.999999e-01,6.772789e-02,3.5e-04,100.00,441.10,100.00,452.99
127,1.559935,1.559935,0.4050,0.8706,0.7639,0.8138,0.0000,1.739391,1.739391,0.3794,0.6488,0.8561,0.7382,0.0000,0.1795,1.4e-03,198.8,3.293559,3.281687,1.187184e-02,3.188799,3.176767,1.203218e-02,-0.1048,9.999999e-01,6.951501e-02,3.4e-04,100.00,441.32,100.00,438.73
128,1.561582,1.561582,0.4044,0.8743,0.7666,0.8169,0.0000,1.642008,1.642008,0.3914,0.7524,0.7707,0.7614,0.0000,0.0804,1.3e-03,198.3,3.296723,3.285023,1.170027e-02,3.347271,3.335387,1.188377e-02,0.0505,9.999999e-01,6.883162e-02,3.4e-04,100.00,441.93,100.00,443.97
129,1.559004,1.559004,0.4055,0.8743,0.7643,0.8156,0.0000,1.628493,1.628493,0.3900,0.6221,0.8512,0.7188,0.0000,0.0695,1.3e-03,198.6,3.290430,3.278730,1.170044e-02,3.177329,3.165482,1.184682e-02,-0.1131,9.999999e-01,7.004489e-02,3.3e-04,100.00,441.18,100.00,435.76
130,1.558915,1.558915,0.4048,0.8724,0.7657,0.8156,0.0000,1.635660,1.635660,0.3906,0.6857,0.7927,0.7353,0.0000,0.0767,1.3e-03,197.9,3.289484,3.277782,1.170226e-02,3.148776,3.137552,1.122484e-02,-0.1407,9.999999e-01,6.987899e-02,3.2e-04,100.00,440.29,100.00,447.43
131,1.560450,1.560450,0.4052,0.8760,0.7723,0.8209,0.0000,1.674886,1.674886,0.3893,0.7082,0.8049,0.7534,0.0000,0.1144,1.3e-03,198.7,3.283630,3.271710,1.191986e-02,3.172311,3.160534,1.177718e-02,-0.1113,9.999999e-01,6.605546e-02,3.1e-04,100.00,436.84,100.00,430.68
132,1.560144,1.560144,0.4050,0.8795,0.7660,0.8188,0.0000,1.648627,1.648627,0.3893,0.6903,0.7829,0.7337,0.0000,0.0885,1.2e-03,197.8,3.279645,3.267854,1.179139e-02,3.236534,3.225473,1.106088e-02,-0.0431,9.999999e-01,6.987388e-02,3.1e-04,100.00,437.20,100.00,442.53
133,1.555718,1.555718,0.4058,0.8763,0.7677,0.8184,0.0000,1.621479,1.621479,0.3965,0.6602,0.8341,0.7371,0.0000,0.0658,1.2e-03,198.6,3.283365,3.271461,1.190416e-02,3.181165,3.169605,1.156000e-02,-0.1022,9.999999e-01,7.096859e-02,3.0e-04,100.00,434.63,100.00,441.42
134,1.562401,1.562401,0.4047,0.8779,0.7746,0.8230,0.0000,1.661374,1.661374,0.3914,0.6477,0.8341,0.7292,0.0000,0.0990,1.2e-03,197.9,3.283271,3.271424,1.184660e-02,3.162199,3.150835,1.136383e-02,-0.1211,9.999999e-01,6.783546e-02,2.9e-04,100.00,435.71,100.00,432.80
135,1.556404,1.556404,0.4054,0.8816,0.7734,0.8240,0.0000,1.687666,1.687666,0.3894,0.7115,0.8122,0.7585,0.0000,0.1313,1.2e-03,198.6,3.274814,3.263023,1.179024e-02,3.136761,3.126054,1.070702e-02,-0.1381,9.999999e-01,7.229271e-02,2.9e-04,100.00,435.00,100.00,436.57
136,1.556841,1.556841,0.4056,0.8756,0.7736,0.8215,0.0000,1.779020,1.779020,0.3758,0.6296,0.8293,0.7158,0.0000,0.2222,1.1e-03,197.8,3.279253,3.267473,1.178022e-02,3.175460,3.164353,1.110791e-02,-0.1038,9.999999e-01,6.980854e-02,2.8e-04,100.00,433.59,100.00,437.84
137,1.567245,1.567245,0.4034,0.8819,0.7733,0.8240,0.0000,1.666438,1.666438,0.3905,0.6878,0.8220,0.7489,0.0000,0.0992,1.1e-03,198.5,3.288473,3.276775,1.169706e-02,3.189723,3.177930,1.179253e-02,-0.0987,9.999999e-01,6.824354e-02,2.7e-04,100.00,437.13,100.00,429.96
138,1.558832,1.558832,0.4053,0.8774,0.7746,0.8228,0.0000,1.764495,1.764495,0.3785,0.7140,0.8098,0.7589,0.0000,0.2057,1.1e-03,197.8,3.281089,3.269311,1.177738e-02,3.175347,3.164173,1.117411e-02,-0.1057,9.999999e-01,6.835376e-02,2.7e-04,100.00,433.28,100.00,436.53
