epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
152,2.867817,2.543731,0.2807,0.8752,0.7717,0.8202,0.3241,2.844443,2.526604,0.2865,0.7029,0.7790,0.7390,0.3178,-0.0234,1.0e-03,161.5
153,2.866126,2.543028,0.2812,0.8776,0.7653,0.8176,0.3231,2.840160,2.516044,0.2883,0.6761,0.7849,0.7264,0.3241,-0.0260,9.8e-04,162.1
154,2.862899,2.540715,0.2814,0.8724,0.7607,0.8127,0.3222,2.860709,2.533662,0.2859,0.6917,0.7824,0.7343,0.3270,-0.0022,9.6e-04,161.5
155,2.859989,2.537477,0.2820,0.8807,0.7818,0.8283,0.3225,2.858060,2.532752,0.2854,0.6437,0.8259,0.7235,0.3253,-0.0019,9.4e-04,162.1
156,2.858400,2.535052,0.2824,0.8771,0.7694,0.8197,0.3233,2.826038,2.504493,0.2910,0.6527,0.8029,0.7200,0.3215,-0.0324,9.2e-04,161.6
157,2.853384,2.531637,0.2829,0.8755,0.7706,0.8197,0.3217,2.841324,2.519035,0.2879,0.6956,0.7780,0.7345,0.3223,-0.0121,9.0e-04,162.1
158,2.855869,2.533632,0.2829,0.8769,0.7718,0.8210,0.3222,2.829495,2.510509,0.2902,0.6536,0.7971,0.7182,0.3190,-0.0264,8.9e-04,161.5
159,2.865242,2.540720,0.2816,0.8767,0.7751,0.8227,0.3245,2.840220,2.513139,0.2901,0.6996,0.7737,0.7348,0.3271,-0.0250,8.7e-04,162.1
160,2.856190,2.530903,0.2831,0.8780,0.7756,0.8237,0.3253,2.840524,2.516673,0.2885,0.7096,0.7629,0.7353,0.3239,-0.0157,8.5e-04,161.5
161,2.853500,2.528475,0.2836,0.8827,0.7774,0.8267,0.3250,2.848105,2.523799,0.2875,0.7666,0.7034,0.7337,0.3243,-0.0054,8.3e-04,162.1
162,2.866702,2.541510,0.2812,0.8780,0.7676,0.8191,0.3252,2.849043,2.521504,0.2883,0.7150,0.7576,0.7357,0.3275,-0.0177,8.2e-04,161.5
163,2.867738,2.539873,0.2814,0.8747,0.7686,0.8182,0.3279,2.865007,2.536397,0.2845,0.6706,0.8005,0.7298,0.3286,-0.0027,8.0e-04,162.2
164,2.865489,2.537500,0.2819,0.8775,0.7767,0.8240,0.3280,2.910271,2.573157,0.2783,0.7340,0.7537,0.7437,0.3371,0.0448,7.9e-04,161.6
165,2.854380,2.530800,0.2833,0.8786,0.7706,0.8211,0.3236,2.829650,2.506263,0.2903,0.6837,0.8015,0.7379,0.3234,-0.0247,7.7e-04,162.1
