epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,gap,lr,time_s,fsq_train_total,train_recon,fsq_val_total,val_recon,fsq_gap,encoder_grad_rms,transformer_grad_rms,fsq_lr,train_code_usage_pct,train_code_ppl_pct,val_code_usage_pct,val_code_ppl_pct
11,2.376295,2.376295,0.3592,0.5362,0.0753,0.1321,2.279689,2.279689,0.3838,0.6333,0.0463,0.0864,-0.0966,1.0e-03,96.7,6.283516,6.283516,6.000105,6.000105,-0.2834,2.151571e+01,2.151571e+01,,100.00,70.74,100.00,74.87
12,2.351860,2.351860,0.3642,0.5633,0.0816,0.1426,2.255585,2.255585,0.3837,0.4118,0.0683,0.1172,-0.0963,1.0e-03,96.4,6.267798,6.267798,5.813559,5.813559,-0.4542,2.154737e+01,2.154737e+01,,100.00,71.48,100.00,73.61
13,2.349520,2.349520,0.3662,0.5739,0.1059,0.1788,2.230763,2.230763,0.4057,0.4337,0.0878,0.1460,-0.1188,1.0e-03,96.5,6.160157,6.160157,7.692394,7.692394,1.5322,2.070537e+01,2.070537e+01,,100.00,71.75,100.00,64.69
14,2.371299,2.371299,0.3597,0.5727,0.1103,0.1850,1.973282,1.973282,0.4436,0.3436,0.1366,0.1955,-0.3980,1.0e-03,96.9,6.067005,6.067005,6.394609,6.394609,0.3276,1.896894e+01,1.896894e+01,,100.00,72.42,100.00,50.62
15,2.352829,2.352829,0.3663,0.5924,0.1201,0.1998,2.309110,2.309110,0.3824,0.3778,0.2488,0.3000,-0.0437,9.9e-04,96.5,6.032983,6.032983,7.308153,7.308153,1.2752,1.938860e+01,1.938860e+01,,100.00,72.00,100.00,60.60
16,2.302917,2.302917,0.3785,0.5737,0.1317,0.2142,2.076893,2.076893,0.4138,0.5476,0.0561,0.1018,-0.2260,9.9e-04,96.8,6.065700,6.065700,5.772168,5.772168,-0.2935,1.816704e+01,1.816704e+01,,100.00,70.74,100.00,56.51
17,2.247241,2.247241,0.3933,0.5902,0.1490,0.2379,2.156081,2.156081,0.4094,0.6552,0.0463,0.0866,-0.0912,9.9e-04,96.9,6.038682,6.038682,5.912070,5.912070,-0.1266,1.852889e+01,1.852889e+01,,100.00,70.38,100.00,69.25
18,2.212345,2.212345,0.4069,0.5886,0.1548,0.2452,1.947918,1.947918,0.4547,0.3653,0.1488,0.2114,-0.2644,9.9e-04,96.9,6.263220,6.263220,6.340787,6.340787,0.0776,1.877916e+01,1.877916e+01,,100.00,70.61,100.00,59.67
19,2.163479,2.163479,0.4179,0.5902,0.1768,0.2721,1.905720,1.905720,0.4621,0.3586,0.3000,0.3267,-0.2578,9.9e-04,96.1,6.244799,6.244799,5.703637,5.703637,-0.5412,1.788851e+01,1.788851e+01,,100.00,70.23,100.00,59.62
20,2.120699,2.120699,0.4269,0.6018,0.1951,0.2947,2.054010,2.054010,0.4404,0.4515,0.2268,0.3019,-0.0667,9.9e-04,96.0,6.163793,6.163793,6.071643,6.071643,-0.0922,1.883166e+01,1.883166e+01,,100.00,69.41,100.00,69.62
21,2.104567,2.104567,0.4297,0.6095,0.2241,0.3277,1.896973,1.896973,0.4750,0.3873,0.1341,0.1993,-0.2076,9.8e-04,97.4,6.489079,6.489079,6.054658,6.054658,-0.4344,1.798417e+01,1.798417e+01,,100.00,67.69,100.00,60.66
22,1.999842,1.999842,0.4515,0.6177,0.1968,0.2985,1.762031,1.762031,0.4970,0.3627,0.2512,0.2968,-0.2378,9.8e-04,96.8,6.692032,6.692032,6.468227,6.468227,-0.2238,1.715616e+01,1.715616e+01,,100.00,67.01,100.00,57.99
23,1.836096,1.836096,0.4800,0.5896,0.2332,0.3342,1.597148,1.597148,0.5259,0.5833,0.0171,0.0332,-0.2389,9.8e-04,96.6,6.664994,6.664994,7.341254,7.341254,0.6763,1.712551e+01,1.712551e+01,,100.00,63.50,100.00,47.62
24,1.703830,1.703830,0.5018,0.6339,0.2318,0.3395,1.476613,1.476613,0.5498,0.4191,0.2463,0.3103,-0.2272,9.8e-04,96.6,6.491213,6.491213,6.253499,6.253499,-0.2377,1.693627e+01,1.693627e+01,,100.00,60.17,100.00,48.36
25,1.670165,1.670165,0.5042,0.6379,0.2661,0.3755,1.474808,1.474808,0.5456,0.4519,0.3439,0.3906,-0.1954,9.8e-04,96.5,6.234797,6.234797,5.809458,5.809458,-0.4253,1.591969e+01,1.591969e+01,,100.00,58.87,100.00,51.50
26,1.621245,1.621245,0.5134,0.6554,0.2895,0.4017,1.507230,1.507230,0.5398,0.4896,0.1146,0.1858,-0.1140,9.7e-04,96.5,6.013254,6.013254,6.226479,6.226479,0.2132,1.550670e+01,1.550670e+01,,100.00,56.98,100.00,54.67
27,1.570431,1.570431,0.5223,0.6730,0.3260,0.4392,1.450265,1.450265,0.5475,0.3588,0.4585,0.4026,-0.1202,9.7e-04,97.0,5.893068,5.893068,5.477579,5.477579,-0.4155,1.467418e+01,1.467418e+01,,100.00,54.45,100.00,49.44
28,1.567772,1.567772,0.5212,0.6796,0.3560,0.4673,1.407360,1.407360,0.5618,0.5798,0.3366,0.4259,-0.1604,9.7e-04,96.7,5.710586,5.710586,5.261070,5.261070,-0.4495,1.359212e+01,1.359212e+01,,100.00,54.49,100.00,50.35
29,1.564886,1.564886,0.5222,0.6967,0.3773,0.4895,1.412932,1.412932,0.5590,0.6460,0.2537,0.3643,-0.1520,9.6e-04,96.2,5.603381,5.603381,5.415926,5.415926,-0.1875,1.325899e+01,1.325899e+01,,100.00,54.87,100.00,48.18
30,1.578686,1.578686,0.5185,0.6900,0.3854,0.4946,1.421646,1.421646,0.5562,0.5095,0.4585,0.4827,-0.1570,9.6e-04,96.7,5.514938,5.514938,5.249344,5.249344,-0.2656,1.407142e+01,1.407142e+01,,100.00,56.51,100.00,46.60
31,1.528621,1.528621,0.5304,0.6963,0.4025,0.5101,1.364846,1.364846,0.5705,0.5393,0.5024,0.5202,-0.1638,9.6e-04,97.3,5.361884,5.361884,5.243026,5.243026,-0.1189,1.335532e+01,1.335532e+01,,100.00,53.26,100.00,49.98
32,1.560526,1.560526,0.5224,0.7189,0.4094,0.5217,1.432042,1.432042,0.5550,0.6360,0.3537,0.4545,-0.1285,9.6e-04,96.8,5.291299,5.291299,4.950898,4.950898,-0.3404,1.301418e+01,1.301418e+01,,100.00,56.78,100.00,54.32
33,1.527508,1.527508,0.5289,0.7271,0.4431,0.5507,1.409971,1.409971,0.5547,0.6061,0.3902,0.4748,-0.1175,9.5e-04,96.8,5.155610,5.155610,5.065304,5.065304,-0.0903,1.166419e+01,1.166419e+01,,100.00,55.95,100.00,53.06
34,1.529390,1.529390,0.5281,0.7339,0.4513,0.5589,1.405879,1.405879,0.5549,0.5284,0.5220,0.5252,-0.1235,9.5e-04,96.6,5.095431,5.095431,4.776687,4.776687,-0.3187,1.177113e+01,1.177113e+01,,100.00,54.99,100.00,53.16
35,1.545472,1.545472,0.5241,0.7354,0.4701,0.5736,1.400422,1.400422,0.5597,0.5645,0.5122,0.5371,-0.1451,9.5e-04,96.7,4.979477,4.979477,4.680181,4.680181,-0.2993,1.155549e+01,1.155549e+01,,100.00,56.01,100.00,51.61
36,1.613259,1.613259,0.5113,0.7278,0.4771,0.5764,1.528817,1.528817,0.5297,0.6024,0.4805,0.5346,-0.0844,9.4e-04,96.6,4.958917,4.958917,4.734920,4.734920,-0.2240,1.204018e+01,1.204018e+01,,100.00,58.74,100.00,53.79
37,1.605953,1.605953,0.5100,0.7343,0.4740,0.5761,1.468792,1.468792,0.5408,0.5691,0.5122,0.5392,-0.1372,9.4e-04,96.7,4.944572,4.944572,4.547827,4.547827,-0.3967,1.220248e+01,1.220248e+01,,100.00,54.69,100.00,50.94
38,1.631870,1.631870,0.5057,0.7356,0.4806,0.5814,1.429815,1.429815,0.5550,0.5352,0.5561,0.5455,-0.2021,9.3e-04,97.2,5.010301,5.010301,4.569174,4.569174,-0.4411,1.200426e+01,1.200426e+01,,100.00,57.99,100.00,51.63
39,1.525813,1.525813,0.5263,0.7550,0.4951,0.5981,1.381306,1.381306,0.5598,0.5179,0.6000,0.5559,-0.1445,9.3e-04,96.5,4.803280,4.803280,4.668572,4.668572,-0.1347,1.095830e+01,1.095830e+01,,100.00,54.53,100.00,51.43
40,1.591711,1.591711,0.5118,0.7548,0.5106,0.6092,1.496601,1.496601,0.5353,0.4964,0.6634,0.5678,-0.0951,9.3e-04,96.0,4.780203,4.780203,4.473435,4.473435,-0.3068,1.113687e+01,1.113687e+01,,100.00,58.81,100.00,62.41
41,1.547084,1.547084,0.5217,0.7551,0.5056,0.6057,1.409906,1.409906,0.5563,0.5461,0.5488,0.5474,-0.1372,9.2e-04,96.4,4.688721,4.688721,4.571723,4.571723,-0.1170,1.074479e+01,1.074479e+01,,100.00,58.77,100.00,52.73
42,1.684265,1.684265,0.4950,0.7586,0.4994,0.6023,1.530139,1.530139,0.5330,0.3532,0.7805,0.4863,-0.1541,9.2e-04,96.3,4.721471,4.721471,4.584229,4.584229,-0.1372,1.153764e+01,1.153764e+01,,100.00,62.47,100.00,56.03
43,1.631945,1.631945,0.5069,0.7415,0.5152,0.6080,1.412716,1.412716,0.5530,0.4675,0.6317,0.5373,-0.2192,9.1e-04,96.6,4.764284,4.764284,4.650705,4.650705,-0.1136,1.116559e+01,1.116559e+01,,100.00,61.58,100.00,48.30
44,1.709416,1.709416,0.4917,0.7722,0.5223,0.6231,1.577337,1.577337,0.5179,0.4771,0.6366,0.5455,-0.1321,9.1e-04,96.6,4.704553,4.704553,4.453514,4.453514,-0.2510,1.123805e+01,1.123805e+01,,100.00,61.90,100.00,59.35
45,1.723118,1.723118,0.4848,0.7302,0.4637,0.5672,1.645720,1.645720,0.5100,0.5216,0.5293,0.5254,-0.0774,9.0e-04,96.6,4.803199,4.803199,4.486375,4.486375,-0.3168,1.929925e+01,1.929925e+01,,100.00,62.35,100.00,60.62
46,1.688504,1.688504,0.4964,0.7697,0.4667,0.5811,1.474335,1.474335,0.5414,0.4468,0.7683,0.5650,-0.2142,9.0e-04,96.8,4.691306,4.691306,4.414286,4.414286,-0.2770,1.281224e+01,1.281224e+01,,100.00,63.10,100.00,54.03
47,1.684282,1.684282,0.4941,0.7611,0.5276,0.6232,1.510903,1.510903,0.5378,0.5361,0.6341,0.5810,-0.1734,9.0e-04,96.7,4.597811,4.597811,4.501244,4.501244,-0.0966,1.167674e+01,1.167674e+01,,100.00,63.78,100.00,59.57
48,1.707747,1.707747,0.4926,0.7551,0.5321,0.6243,1.583608,1.583608,0.5210,0.5625,0.5707,0.5666,-0.1241,8.9e-04,97.1,4.649286,4.649286,4.504217,4.504217,-0.1451,1.147077e+01,1.147077e+01,,100.00,65.39,100.00,58.14
49,1.690284,1.690284,0.4948,0.7693,0.5491,0.6408,1.520027,1.520027,0.5347,0.5680,0.5805,0.5742,-0.1703,8.9e-04,96.9,4.623090,4.623090,4.296128,4.296128,-0.3270,1.089516e+01,1.089516e+01,,100.00,65.55,100.00,62.88
50,1.693973,1.693973,0.4957,0.7635,0.5439,0.6353,1.655612,1.655612,0.5108,0.5271,0.6415,0.5787,-0.0384,8.8e-04,96.7,4.533831,4.533831,4.464903,4.464903,-0.0689,1.162341e+01,1.162341e+01,,100.00,67.34,100.00,68.42
51,1.753690,1.753690,0.4833,0.7675,0.5421,0.6354,1.597397,1.597397,0.5202,0.4884,0.6171,0.5453,-0.1563,8.8e-04,96.5,4.623001,4.623001,4.682500,4.682500,0.0595,1.158354e+01,1.158354e+01,,100.00,68.65,100.00,62.31
52,1.761150,1.761150,0.4827,0.7570,0.5401,0.6305,1.638714,1.638714,0.5142,0.5572,0.6293,0.5911,-0.1224,8.7e-04,96.7,4.607351,4.607351,4.443990,4.443990,-0.1634,1.105858e+01,1.105858e+01,,100.00,68.43,100.00,68.59
53,1.769665,1.769665,0.4792,0.7652,0.5562,0.6442,1.618719,1.618719,0.5153,0.5629,0.6220,0.5910,-0.1509,8.6e-04,96.5,4.580254,4.580254,4.650564,4.650564,0.0703,1.123046e+01,1.123046e+01,,100.00,70.29,100.00,62.61
54,1.740047,1.740047,0.4852,0.7638,0.5529,0.6414,1.547479,1.547479,0.5286,0.5177,0.7122,0.5996,-0.1926,8.6e-04,96.6,4.592250,4.592250,4.175534,4.175534,-0.4167,1.158236e+01,1.158236e+01,,100.00,68.71,100.00,64.12
55,1.836340,1.836340,0.4666,0.7658,0.5473,0.6383,1.831766,1.831766,0.4771,0.4488,0.7049,0.5484,-0.0046,8.5e-04,97.2,4.551936,4.551936,4.949751,4.949751,0.3978,1.116196e+01,1.116196e+01,,100.00,70.93,100.00,77.31
56,1.813401,1.813401,0.4730,0.7615,0.5612,0.6462,1.581774,1.581774,0.5238,0.5711,0.6268,0.5977,-0.2316,8.5e-04,96.5,4.587609,4.587609,4.282189,4.282189,-0.3054,1.108404e+01,1.108404e+01,,100.00,72.04,100.00,67.50
57,1.747834,1.747834,0.4823,0.7743,0.5670,0.6546,1.683558,1.683558,0.4969,0.5436,0.6390,0.5874,-0.0643,8.4e-04,96.7,4.467625,4.467625,4.518894,4.518894,0.0513,1.195425e+01,1.195425e+01,,100.00,70.30,100.00,69.91
58,1.873723,1.873723,0.4622,0.7770,0.5713,0.6585,1.777548,1.777548,0.4885,0.5872,0.5829,0.5851,-0.0962,8.4e-04,96.7,4.567468,4.567468,4.335712,4.335712,-0.2318,1.163375e+01,1.163375e+01,,100.00,73.41,100.00,66.12
59,1.859232,1.859232,0.4634,0.7678,0.5577,0.6461,1.607036,1.607036,0.5207,0.6325,0.5122,0.5660,-0.2522,8.3e-04,96.2,4.620758,4.620758,4.479951,4.479951,-0.1408,1.195150e+01,1.195150e+01,,100.00,73.08,100.00,62.09
60,1.766628,1.766628,0.4846,0.7689,0.5696,0.6544,1.642819,1.642819,0.5159,0.4706,0.7805,0.5872,-0.1238,8.3e-04,96.1,4.508856,4.508856,4.271366,4.271366,-0.2375,1.248752e+01,1.248752e+01,,100.00,71.35,100.00,68.86
61,1.771227,1.771227,0.4819,0.7800,0.5695,0.6583,1.592404,1.592404,0.5221,0.5676,0.6756,0.6169,-0.1788,8.2e-04,97.4,4.480111,4.480111,4.252484,4.252484,-0.2276,1.159093e+01,1.159093e+01,,100.00,71.18,100.00,69.63
62,1.827788,1.827788,0.4698,0.7767,0.5656,0.6546,1.851231,1.851231,0.4821,0.6400,0.5463,0.5895,0.0234,8.1e-04,96.7,4.480097,4.480097,4.423754,4.423754,-0.0563,1.129152e+01,1.129152e+01,,100.00,72.02,100.00,73.72
63,1.725387,1.725387,0.4938,0.7861,0.5555,0.6509,1.548750,1.548750,0.5336,0.6839,0.5171,0.5889,-0.1766,8.1e-04,96.6,4.503729,4.503729,4.172247,4.172247,-0.3315,1.142886e+01,1.142886e+01,,100.00,70.47,100.00,65.95
64,1.802125,1.802125,0.4740,0.7800,0.5830,0.6673,1.758314,1.758314,0.4864,0.5698,0.6268,0.5970,-0.0438,8.0e-04,96.3,4.429442,4.429442,4.449724,4.449724,0.0203,1.151563e+01,1.151563e+01,,100.00,72.12,100.00,72.37
65,1.945824,1.945824,0.4422,0.7774,0.5510,0.6449,1.755547,1.755547,0.4832,0.5899,0.6561,0.6212,-0.1903,7.9e-04,96.5,4.530946,4.530946,4.423225,4.423225,-0.1077,1.137339e+01,1.137339e+01,,100.00,75.38,100.00,67.50
66,1.860306,1.860306,0.4653,0.7753,0.5660,0.6543,1.624253,1.624253,0.5183,0.5855,0.6512,0.6166,-0.2361,7.9e-04,96.5,4.589139,4.589139,4.265580,4.265580,-0.3236,1.183651e+01,1.183651e+01,,100.00,73.95,100.00,70.72
67,1.753314,1.753314,0.4875,0.7779,0.5638,0.6538,1.501787,1.501787,0.5446,0.5059,0.7366,0.5998,-0.2515,7.8e-04,96.9,4.488280,4.488280,4.165990,4.165990,-0.3223,1.066539e+01,1.066539e+01,,100.00,73.85,100.00,65.83
68,1.772563,1.772563,0.4831,0.7788,0.5809,0.6655,1.472769,1.472769,0.5495,0.5596,0.6415,0.5977,-0.2998,7.8e-04,96.6,4.413278,4.413278,4.308867,4.308867,-0.1044,1.158244e+01,1.158244e+01,,100.00,74.43,100.00,65.35
69,1.863798,1.863798,0.4654,0.7806,0.5829,0.6675,1.734599,1.734599,0.4986,0.5377,0.6951,0.6064,-0.1292,7.7e-04,96.5,4.458271,4.458271,4.407374,4.407374,-0.0509,1.424664e+01,1.424664e+01,,100.00,75.37,100.00,73.58
70,1.756628,1.756628,0.4891,0.7788,0.5978,0.6764,1.675178,1.675178,0.5093,0.6432,0.6244,0.6337,-0.0814,7.6e-04,96.1,4.499880,4.499880,4.331997,4.331997,-0.1679,1.161194e+01,1.161194e+01,,100.00,71.64,100.00,73.38
71,1.812221,1.812221,0.4768,0.7890,0.5859,0.6725,1.788756,1.788756,0.4806,0.5348,0.7488,0.6240,-0.0235,7.6e-04,96.4,4.415117,4.415117,4.729645,4.729645,0.3145,1.142003e+01,1.142003e+01,,100.00,75.84,100.00,65.57
72,1.699522,1.699522,0.4996,0.7836,0.5960,0.6770,1.635465,1.635465,0.5188,0.5255,0.7049,0.6021,-0.0641,7.5e-04,96.7,4.450461,4.450461,4.158763,4.158763,-0.2917,1.064909e+01,1.064909e+01,,100.00,73.03,100.00,71.82
73,1.751814,1.751814,0.4858,0.7840,0.5934,0.6755,1.672202,1.672202,0.5014,0.6184,0.5732,0.5949,-0.0796,7.4e-04,95.8,4.309451,4.309451,4.088415,4.088415,-0.2210,1.458232e+01,1.458232e+01,,100.00,74.03,100.00,73.09
74,1.824959,1.824959,0.4704,0.7866,0.6020,0.6821,1.636867,1.636867,0.5164,0.6034,0.5976,0.6005,-0.1881,7.4e-04,95.7,4.416299,4.416299,4.373309,4.373309,-0.0430,1.210489e+01,1.210489e+01,,100.00,75.82,100.00,72.19
75,1.870206,1.870206,0.4626,0.7908,0.6036,0.6846,1.712780,1.712780,0.5028,0.6894,0.5415,0.6066,-0.1574,7.3e-04,96.7,4.378000,4.378000,4.623426,4.623426,0.2454,1.188093e+01,1.188093e+01,,100.00,75.82,100.00,66.56
76,1.984819,1.984819,0.4416,0.7762,0.6148,0.6861,1.886772,1.886772,0.4676,0.4480,0.7146,0.5508,-0.0980,7.2e-04,96.4,4.485347,4.485347,5.286762,5.286762,0.8014,1.366568e+01,1.366568e+01,,100.00,77.37,100.00,73.17
77,1.883716,1.883716,0.4619,0.7855,0.5932,0.6759,1.622675,1.622675,0.5199,0.6150,0.5805,0.5972,-0.2610,7.1e-04,96.6,4.506386,4.506386,4.503216,4.503216,-0.0032,1.265740e+01,1.265740e+01,,100.00,77.54,100.00,71.88
78,1.692086,1.692086,0.5005,0.7940,0.6086,0.6891,1.595729,1.595729,0.5211,0.5026,0.7098,0.5885,-0.0964,7.1e-04,96.1,4.346017,4.346017,5.011053,5.011053,0.6650,1.167678e+01,1.167678e+01,,100.00,75.67,100.00,75.81
79,1.772930,1.772930,0.4816,0.7857,0.5971,0.6785,1.729673,1.729673,0.4945,0.5631,0.7293,0.6355,-0.0433,7.0e-04,96.2,4.322175,4.322175,4.292225,4.292225,-0.0300,1.126044e+01,1.126044e+01,,100.00,76.32,100.00,76.11
80,1.799524,1.799524,0.4762,0.7934,0.6155,0.6932,1.758223,1.758223,0.4914,0.4284,0.7951,0.5568,-0.0413,6.9e-04,96.8,4.395487,4.395487,4.744243,4.744243,0.3488,1.118001e+01,1.118001e+01,,100.00,76.89,100.00,74.16
81,1.742349,1.742349,0.4924,0.7866,0.6072,0.6854,1.536055,1.536055,0.5396,0.6427,0.6317,0.6371,-0.2063,6.9e-04,96.4,4.405358,4.405358,4.263433,4.263433,-0.1419,1.063739e+01,1.063739e+01,,100.00,75.80,100.00,72.47
82,1.676124,1.676124,0.5066,0.7949,0.6092,0.6898,1.545801,1.545801,0.5325,0.6810,0.5780,0.6253,-0.1303,6.8e-04,96.6,4.318150,4.318150,4.064122,4.064122,-0.2540,1.102718e+01,1.102718e+01,,100.00,76.56,100.00,74.09
83,1.623155,1.623155,0.5165,0.8022,0.6253,0.7028,1.391829,1.391829,0.5669,0.5871,0.6659,0.6240,-0.2313,6.7e-04,96.0,4.181416,4.181416,3.997041,3.997041,-0.1844,1.034224e+01,1.034224e+01,,100.00,76.16,100.00,66.91
84,1.797552,1.797552,0.4781,0.7986,0.6332,0.7063,1.692031,1.692031,0.5088,0.5598,0.7073,0.6250,-0.1055,6.6e-04,95.7,4.210946,4.210946,4.542847,4.542847,0.3319,1.072826e+01,1.072826e+01,,100.00,78.39,100.00,70.95
85,1.786379,1.786379,0.4818,0.7940,0.6087,0.6891,1.598221,1.598221,0.5181,0.6516,0.5976,0.6234,-0.1882,6.6e-04,96.6,4.343684,4.343684,4.207977,4.207977,-0.1357,1.118932e+01,1.118932e+01,,100.00,76.64,100.00,71.93
86,2.013850,2.013850,0.4340,0.7834,0.6234,0.6943,1.978710,1.978710,0.4451,0.5811,0.6732,0.6237,-0.0351,6.5e-04,96.7,4.375491,4.375491,4.686850,4.686850,0.3114,1.315813e+01,1.315813e+01,,100.00,78.79,100.00,72.72
87,1.959078,1.959078,0.4472,0.7916,0.6113,0.6899,1.830727,1.830727,0.4768,0.5203,0.7195,0.6039,-0.1284,6.4e-04,96.9,4.456796,4.456796,4.608294,4.608294,0.1515,1.316060e+01,1.316060e+01,,100.00,78.44,100.00,69.09
88,2.080664,2.080664,0.4268,0.7775,0.5880,0.6696,1.933945,1.933945,0.4574,0.4534,0.7951,0.5775,-0.1467,6.3e-04,96.7,4.575214,4.575214,4.665312,4.665312,0.0901,1.277776e+01,1.277776e+01,,100.00,79.69,100.00,75.70
89,1.818156,1.818156,0.4777,0.7789,0.5863,0.6690,1.505516,1.505516,0.5469,0.5562,0.7122,0.6246,-0.3126,6.3e-04,97.3,4.461061,4.461061,4.476535,4.476535,0.0155,1.138258e+01,1.138258e+01,,100.00,75.35,100.00,67.85
90,1.709840,1.709840,0.4983,0.7940,0.6069,0.6880,1.793930,1.793930,0.4821,0.5902,0.6146,0.6022,0.0841,6.2e-04,96.3,4.294930,4.294930,4.293276,4.293276,-0.0017,1.098541e+01,1.098541e+01,,100.00,72.99,100.00,73.23
91,1.835991,1.835991,0.4719,0.7849,0.6066,0.6843,1.572190,1.572190,0.5297,0.5396,0.7146,0.6149,-0.2638,6.1e-04,96.6,4.396118,4.396118,4.603285,4.603285,0.2072,1.218304e+01,1.218304e+01,,100.00,77.16,100.00,70.06
92,1.795021,1.795021,0.4805,0.7936,0.6004,0.6836,1.697118,1.697118,0.4979,0.5521,0.7366,0.6311,-0.0979,6.0e-04,96.3,4.332306,4.332306,4.072684,4.072684,-0.2596,1.298856e+01,1.298856e+01,,100.00,76.37,100.00,73.74
93,2.035650,2.035650,0.4339,0.7937,0.6047,0.6864,1.953410,1.953410,0.4442,0.5524,0.7073,0.6203,-0.0822,6.0e-04,96.4,4.423262,4.423262,4.389410,4.389410,-0.0339,1.451282e+01,1.451282e+01,,100.00,78.70,100.00,73.73
94,2.279205,2.279205,0.3798,0.7833,0.5939,0.6756,2.142313,2.142313,0.4046,0.6531,0.5463,0.5950,-0.1369,5.9e-04,96.5,4.749717,4.749717,4.777057,4.777057,0.0273,1.504084e+01,1.504084e+01,,100.00,81.12,100.00,71.31
95,2.311274,2.311274,0.3724,0.7987,0.6061,0.6892,2.267384,2.267384,0.3865,0.6298,0.6390,0.6344,-0.0439,5.8e-04,96.9,4.657806,4.657806,4.605700,4.605700,-0.0521,1.459054e+01,1.459054e+01,,100.00,82.35,100.00,80.32
96,2.186795,2.186795,0.4003,0.7917,0.6008,0.6832,2.103858,2.103858,0.4264,0.5931,0.5902,0.5917,-0.0829,5.7e-04,96.3,4.615689,4.615689,4.871578,4.871578,0.2559,1.352544e+01,1.352544e+01,,100.00,82.79,100.00,77.00
97,1.805426,1.805426,0.4812,0.7895,0.5950,0.6786,1.475308,1.475308,0.5517,0.5902,0.6780,0.6311,-0.3301,5.7e-04,96.5,4.623537,4.623537,4.184532,4.184532,-0.4390,1.228836e+01,1.228836e+01,,100.00,78.65,100.00,70.67
98,1.559855,1.559855,0.5323,0.8033,0.6354,0.7096,1.433706,1.433706,0.5614,0.5812,0.7244,0.6450,-0.1261,5.6e-04,96.8,4.229628,4.229628,4.037621,4.037621,-0.1920,9.137088e+00,9.137088e+00,,100.00,75.42,100.00,70.62
