epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,gap,lr,time_s,fsq_train_total,train_recon,fsq_val_total,val_recon,fsq_gap,encoder_grad_rms,transformer_grad_rms,fsq_lr,train_code_usage_pct,train_code_ppl_pct,val_code_usage_pct,val_code_ppl_pct
11,2.339213,2.339213,0.3607,0.6444,0.2656,0.3761,2.027267,2.027267,0.4256,0.3326,0.3780,0.3539,-0.3119,1.0e-03,195.4,5.660495,5.660495,5.206614,5.206614,-0.4539,1.762822e+01,1.762822e+01,,100.00,76.77,100.00,71.67
12,2.308059,2.308059,0.3688,0.6667,0.3116,0.4247,2.224855,2.224855,0.3932,0.3582,0.3634,0.3608,-0.0832,1.0e-03,195.6,5.430032,5.430032,6.116459,6.116459,0.6864,1.627939e+01,1.627939e+01,,100.00,76.72,100.00,61.94
13,2.274421,2.274421,0.3750,0.6598,0.3402,0.4489,2.077350,2.077350,0.4243,0.4143,0.2537,0.3147,-0.1971,1.0e-03,195.6,5.297935,5.297935,5.298314,5.298314,0.0004,1.613015e+01,1.613015e+01,,100.00,75.52,100.00,68.26
14,2.303614,2.303614,0.3682,0.6865,0.3554,0.4684,2.152007,2.152007,0.4015,0.3959,0.3293,0.3595,-0.1516,1.0e-03,195.7,5.186578,5.186578,5.110289,5.110289,-0.0763,1.473715e+01,1.473715e+01,,100.00,75.71,100.00,66.43
15,2.242041,2.242041,0.3815,0.6736,0.3702,0.4778,2.051680,2.051680,0.4252,0.4000,0.4293,0.4141,-0.1904,9.9e-04,195.3,5.126265,5.126265,5.135877,5.135877,0.0096,1.448134e+01,1.448134e+01,,100.00,75.23,100.00,68.75
16,2.241601,2.241601,0.3804,0.7065,0.3889,0.5016,2.360689,2.360689,0.3876,0.3210,0.5293,0.3996,0.1191,9.9e-04,195.6,5.027336,5.027336,8.932121,8.932121,3.9048,1.494995e+01,1.494995e+01,,100.00,74.54,100.00,62.92
17,2.181368,2.181368,0.3977,0.7121,0.3995,0.5119,2.008210,2.008210,0.4302,0.4570,0.4146,0.4348,-0.1732,9.9e-04,195.7,5.026360,5.026360,4.793429,4.793429,-0.2329,1.417602e+01,1.417602e+01,,100.00,73.76,100.00,59.79
18,2.128640,2.128640,0.4107,0.7265,0.4343,0.5436,2.172384,2.172384,0.4094,0.4752,0.3268,0.3873,0.0437,9.9e-04,195.6,4.845429,4.845429,4.884505,4.884505,0.0391,1.392566e+01,1.392566e+01,,100.00,73.06,100.00,80.80
19,2.120919,2.120919,0.4124,0.7195,0.4330,0.5406,2.009161,2.009161,0.4417,0.4868,0.4049,0.4421,-0.1118,9.9e-04,195.3,4.826471,4.826471,4.582785,4.582785,-0.2437,1.367712e+01,1.367712e+01,,100.00,72.10,100.00,70.77
20,2.081244,2.081244,0.4233,0.7339,0.4571,0.5633,1.883176,1.883176,0.4649,0.4496,0.4463,0.4480,-0.1981,9.9e-04,195.7,4.715580,4.715580,4.421049,4.421049,-0.2945,1.330378e+01,1.330378e+01,,100.00,70.81,100.00,60.95
21,2.090766,2.090766,0.4219,0.7382,0.4695,0.5739,2.006057,2.006057,0.4411,0.3801,0.6537,0.4807,-0.0847,9.8e-04,195.8,4.697228,4.697228,4.520850,4.520850,-0.1764,1.381650e+01,1.381650e+01,,100.00,71.83,100.00,68.74
22,2.077240,2.077240,0.4244,0.7429,0.4768,0.5808,1.888822,1.888822,0.4631,0.5526,0.4488,0.4953,-0.1884,9.8e-04,195.6,4.609520,4.609520,4.302178,4.302178,-0.3073,1.256800e+01,1.256800e+01,,100.00,69.99,100.00,60.50
23,2.050843,2.050843,0.4318,0.7505,0.4900,0.5929,1.792468,1.792468,0.4926,0.5301,0.4293,0.4744,-0.2584,9.8e-04,195.4,4.646465,4.646465,4.489837,4.489837,-0.1566,1.338994e+01,1.338994e+01,,100.00,70.66,100.00,58.24
24,1.972069,1.972069,0.4491,0.7469,0.5064,0.6036,1.818664,1.818664,0.4844,0.5054,0.4561,0.4795,-0.1534,9.8e-04,195.7,4.610865,4.610865,4.603337,4.603337,-0.0075,1.208769e+01,1.208769e+01,,100.00,69.75,100.00,55.89
25,1.963743,1.963743,0.4510,0.7607,0.5175,0.6160,1.897569,1.897569,0.4639,0.4141,0.6463,0.5048,-0.0662,9.8e-04,195.8,4.553361,4.553361,4.546392,4.546392,-0.0070,1.126096e+01,1.126096e+01,,100.00,70.75,100.00,63.89
26,1.928941,1.928941,0.4575,0.7592,0.5208,0.6178,1.791067,1.791067,0.4871,0.4565,0.5756,0.5092,-0.1379,9.7e-04,195.4,4.536652,4.536652,4.281262,4.281262,-0.2554,1.135974e+01,1.135974e+01,,100.00,70.12,100.00,62.49
27,1.949668,1.949668,0.4511,0.7683,0.5404,0.6345,1.830868,1.830868,0.4793,0.3158,0.8195,0.4559,-0.1188,9.7e-04,195.8,4.438874,4.438874,4.165563,4.165563,-0.2733,1.225353e+01,1.225353e+01,,100.00,71.12,100.00,67.04
28,1.968394,1.968394,0.4469,0.7632,0.5408,0.6330,1.775900,1.775900,0.4882,0.5660,0.5122,0.5378,-0.1925,9.7e-04,195.7,4.384383,4.384383,4.234981,4.234981,-0.1494,1.127853e+01,1.127853e+01,,100.00,72.39,100.00,57.82
29,1.942015,1.942015,0.4527,0.7735,0.5589,0.6489,1.814102,1.814102,0.4789,0.5872,0.4927,0.5358,-0.1279,9.6e-04,195.7,4.327159,4.327159,4.092179,4.092179,-0.2350,1.084974e+01,1.084974e+01,,100.00,72.31,100.00,63.67
30,1.980990,1.980990,0.4433,0.7659,0.5571,0.6450,1.914381,1.914381,0.4689,0.4532,0.6024,0.5173,-0.0666,9.6e-04,195.8,4.263450,4.263450,4.859828,4.859828,0.5964,1.100315e+01,1.100315e+01,,100.00,73.91,100.00,72.89
31,1.944059,1.944059,0.4508,0.7755,0.5705,0.6573,1.857343,1.857343,0.4682,0.4799,0.6683,0.5586,-0.0867,9.6e-04,195.7,4.163282,4.163282,4.311037,4.311037,0.1478,1.021610e+01,1.021610e+01,,100.00,73.52,100.00,64.69
32,1.943925,1.943925,0.4482,0.7777,0.5829,0.6663,1.887706,1.887706,0.4662,0.5071,0.6073,0.5527,-0.0562,9.6e-04,195.5,4.110765,4.110765,4.412726,4.412726,0.3020,1.147938e+01,1.147938e+01,,100.00,72.95,100.00,72.80
33,1.947427,1.947427,0.4490,0.7908,0.5934,0.6780,1.803271,1.803271,0.4792,0.5680,0.6317,0.5982,-0.1442,9.5e-04,195.8,4.077020,4.077020,3.941969,3.941969,-0.1351,9.761214e+00,9.761214e+00,,100.00,74.85,100.00,64.91
34,1.952876,1.952876,0.4445,0.8012,0.6059,0.6900,1.879024,1.879024,0.4597,0.4309,0.7829,0.5558,-0.0739,9.5e-04,195.8,3.969608,3.969608,3.860940,3.860940,-0.1087,9.424524e+00,9.424524e+00,,100.00,75.62,100.00,68.47
35,1.983220,1.983220,0.4382,0.7961,0.6134,0.6929,1.937249,1.937249,0.4529,0.4706,0.7024,0.5636,-0.0460,9.5e-04,195.8,3.925575,3.925575,4.106895,4.106895,0.1813,8.985454e+00,8.985454e+00,,100.00,76.47,100.00,74.70
36,1.962508,1.962508,0.4422,0.7970,0.6177,0.6960,1.824113,1.824113,0.4711,0.5566,0.7073,0.6230,-0.1384,9.4e-04,195.8,3.880579,3.880579,3.877693,3.877693,-0.0029,8.884262e+00,8.884262e+00,,100.00,76.53,100.00,57.46
37,1.976463,1.976463,0.4379,0.8057,0.6280,0.7058,1.966598,1.966598,0.4397,0.4943,0.7390,0.5924,-0.0099,9.4e-04,195.5,3.792676,3.792676,3.726860,3.726860,-0.0658,9.170057e+00,9.170057e+00,,100.00,76.96,100.00,75.25
38,1.950904,1.950904,0.4430,0.8069,0.6291,0.7070,1.816865,1.816865,0.4735,0.5819,0.6756,0.6253,-0.1340,9.3e-04,195.8,3.733571,3.733571,3.529543,3.529543,-0.2040,8.665123e+00,8.665123e+00,,100.00,77.58,100.00,72.77
39,1.984683,1.984683,0.4340,0.8142,0.6376,0.7152,1.906227,1.906227,0.4519,0.4457,0.7902,0.5699,-0.0785,9.3e-04,195.7,3.687696,3.687696,3.477670,3.477670,-0.2100,8.418525e+00,8.418525e+00,,100.00,77.74,100.00,76.43
40,1.965648,1.965648,0.4390,0.8123,0.6488,0.7214,1.996007,1.996007,0.4363,0.4766,0.7707,0.5890,0.0304,9.3e-04,195.8,3.645540,3.645540,3.908688,3.908688,0.2631,9.341063e+00,9.341063e+00,,100.00,78.30,100.00,72.15
41,1.968701,1.968701,0.4362,0.8202,0.6488,0.7245,1.837495,1.837495,0.4691,0.5858,0.6659,0.6233,-0.1312,9.2e-04,195.7,3.596908,3.596908,3.387425,3.387425,-0.2095,8.247507e+00,8.247507e+00,,100.00,78.91,100.00,71.40
42,1.987529,1.987529,0.4316,0.8196,0.6491,0.7245,1.827573,1.827573,0.4710,0.4689,0.7732,0.5838,-0.1600,9.2e-04,195.4,3.530244,3.530244,3.421956,3.421956,-0.1083,7.864518e+00,7.864518e+00,,100.00,78.98,100.00,71.19
43,1.987104,1.987104,0.4307,0.8216,0.6596,0.7317,1.841422,1.841422,0.4639,0.6060,0.6902,0.6454,-0.1457,9.1e-04,195.7,3.529035,3.529035,3.450546,3.450546,-0.0785,8.889262e+00,8.889262e+00,,100.00,79.54,100.00,70.35
44,1.987528,1.987528,0.4300,0.8220,0.6599,0.7321,1.951509,1.951509,0.4484,0.6881,0.4951,0.5759,-0.0360,9.1e-04,195.7,3.451871,3.451871,5.526389,5.526389,2.0745,8.246636e+00,8.246636e+00,,100.00,79.49,100.00,39.58
45,2.001434,2.001434,0.4271,0.8214,0.6691,0.7375,1.886861,1.886861,0.4516,0.5992,0.7732,0.6752,-0.1146,9.0e-04,195.7,3.406494,3.406494,3.600161,3.600161,0.1937,7.659713e+00,7.659713e+00,,100.00,79.93,100.00,68.20
46,2.014683,2.014683,0.4225,0.8241,0.6690,0.7385,1.931779,1.931779,0.4403,0.6887,0.6098,0.6468,-0.0829,9.0e-04,195.4,3.380880,3.380880,3.286876,3.286876,-0.0940,8.303084e+00,8.303084e+00,,100.00,80.03,100.00,74.77
47,2.024432,2.024432,0.4202,0.8224,0.6714,0.7393,1.895947,1.895947,0.4563,0.4953,0.7683,0.6023,-0.1285,9.0e-04,195.8,3.336253,3.336253,4.022417,4.022417,0.6862,7.651335e+00,7.651335e+00,,100.00,80.14,100.00,49.54
48,2.016973,2.016973,0.4218,0.8313,0.6797,0.7479,1.886314,1.886314,0.4509,0.7638,0.5756,0.6565,-0.1307,8.9e-04,195.7,3.320616,3.320616,3.470648,3.470648,0.1500,8.008408e+00,8.008408e+00,,100.00,80.33,100.00,66.67
49,2.034018,2.034018,0.4175,0.8329,0.6736,0.7448,1.907137,1.907137,0.4469,0.6699,0.6683,0.6691,-0.1269,8.9e-04,195.5,3.334037,3.334037,3.277042,3.277042,-0.0570,9.073142e+00,9.073142e+00,,100.00,80.04,100.00,71.74
50,2.036645,2.036645,0.4166,0.8268,0.6692,0.7397,1.897855,1.897855,0.4471,0.7281,0.5878,0.6505,-0.1388,8.8e-04,195.8,3.310438,3.310438,3.118543,3.118543,-0.1919,7.598759e+00,7.598759e+00,,100.00,79.99,100.00,73.99
51,2.043768,2.043768,0.4142,0.8355,0.6787,0.7490,1.934053,1.934053,0.4389,0.5924,0.7585,0.6652,-0.1097,8.8e-04,195.8,3.257408,3.257408,3.335533,3.335533,0.0781,8.581418e+00,8.581418e+00,,100.00,79.91,100.00,70.49
52,2.063175,2.063175,0.4089,0.8243,0.6759,0.7427,2.114453,2.114453,0.4011,0.5735,0.7707,0.6576,0.0513,8.7e-04,195.8,3.254466,3.254466,3.265439,3.265439,0.0110,8.502845e+00,8.502845e+00,,100.00,80.44,100.00,75.91
53,2.064200,2.064200,0.4074,0.8330,0.6877,0.7534,1.918047,1.918047,0.4395,0.6563,0.7220,0.6876,-0.1462,8.6e-04,195.8,3.198534,3.198534,3.050487,3.050487,-0.1480,8.047018e+00,8.047018e+00,,100.00,79.64,100.00,76.36
54,2.056021,2.056021,0.4098,0.8356,0.6817,0.7508,1.966689,1.966689,0.4296,0.6507,0.7268,0.6866,-0.0893,8.6e-04,195.9,3.178559,3.178559,3.080297,3.080297,-0.0983,7.701808e+00,7.701808e+00,,100.00,79.95,100.00,72.28
55,2.074368,2.074368,0.4069,0.8326,0.6918,0.7557,2.051904,2.051904,0.4094,0.5833,0.7854,0.6694,-0.0225,8.5e-04,195.5,3.199996,3.199996,3.121866,3.121866,-0.0781,7.898291e+00,7.898291e+00,,100.00,80.81,100.00,77.85
56,2.072902,2.072902,0.4053,0.8325,0.6905,0.7549,1.931366,1.931366,0.4336,0.6995,0.7098,0.7046,-0.1415,8.5e-04,195.8,3.153231,3.153231,2.982241,2.982241,-0.1710,7.934174e+00,7.934174e+00,,100.00,80.56,100.00,74.28
57,2.096099,2.096099,0.3992,0.8397,0.6866,0.7555,2.000395,2.000395,0.4238,0.6040,0.7366,0.6637,-0.0957,8.4e-04,195.8,3.159072,3.159072,3.226562,3.226562,0.0675,8.113485e+00,8.113485e+00,,100.00,80.48,100.00,72.46
58,2.090761,2.090761,0.4009,0.8383,0.7012,0.7637,2.027203,2.027203,0.4137,0.6263,0.7439,0.6800,-0.0636,8.4e-04,195.8,3.127403,3.127403,3.169376,3.169376,0.0420,7.716384e+00,7.716384e+00,,100.00,80.58,100.00,75.47
59,2.098804,2.098804,0.3970,0.8462,0.6968,0.7643,2.016149,2.016149,0.4165,0.6730,0.6878,0.6803,-0.0827,8.3e-04,195.8,3.105006,3.105006,3.031928,3.031928,-0.0731,7.351294e+00,7.351294e+00,,100.00,80.26,100.00,75.97
60,2.104918,2.104918,0.3960,0.8443,0.6991,0.7649,2.052267,2.052267,0.4091,0.6114,0.7561,0.6761,-0.0527,8.3e-04,195.5,3.092577,3.092577,2.950905,2.950905,-0.1417,8.464826e+00,8.464826e+00,,100.00,80.24,100.00,81.21
61,2.108766,2.108766,0.3936,0.8412,0.6961,0.7618,2.035389,2.035389,0.4091,0.6755,0.6805,0.6780,-0.0734,8.2e-04,195.8,3.099680,3.099680,2.989151,2.989151,-0.1105,8.876704e+00,8.876704e+00,,100.00,80.18,100.00,78.10
62,2.106749,2.106749,0.3926,0.8457,0.6983,0.7650,2.054305,2.054305,0.4125,0.6413,0.7195,0.6782,-0.0524,8.1e-04,195.8,3.073670,3.073670,3.250527,3.250527,0.1769,7.590582e+00,7.590582e+00,,100.00,79.89,100.00,69.02
63,2.113338,2.113338,0.3905,0.8452,0.7106,0.7721,2.030117,2.030117,0.4104,0.5695,0.8098,0.6687,-0.0832,8.1e-04,195.8,3.039734,3.039734,2.983854,2.983854,-0.0559,7.363509e+00,7.363509e+00,,100.00,79.78,100.00,72.71
64,2.122181,2.122181,0.3884,0.8458,0.7097,0.7718,2.027124,2.027124,0.4094,0.5229,0.8341,0.6429,-0.0951,8.0e-04,195.8,3.056260,3.056260,2.957785,2.957785,-0.0985,8.769131e+00,8.769131e+00,,100.00,80.74,100.00,78.84
65,2.128938,2.128938,0.3863,0.8498,0.7127,0.7752,2.037728,2.037728,0.4039,0.7656,0.6293,0.6908,-0.0912,7.9e-04,195.5,2.997599,2.997599,2.876624,2.876624,-0.1210,7.294228e+00,7.294228e+00,,100.00,80.55,100.00,77.42
66,2.125336,2.125336,0.3872,0.8508,0.7161,0.7777,2.034971,2.034971,0.4074,0.5391,0.8415,0.6571,-0.0904,7.9e-04,195.8,3.020696,3.020696,3.047464,3.047464,0.0268,7.757493e+00,7.757493e+00,,100.00,80.52,100.00,76.26
67,2.127059,2.127059,0.3865,0.8500,0.7160,0.7772,2.066696,2.066696,0.3997,0.6667,0.7707,0.7149,-0.0604,7.8e-04,195.8,2.998898,2.998898,3.080151,3.080151,0.0813,7.799989e+00,7.799989e+00,,100.00,81.07,100.00,77.36
68,2.122731,2.122731,0.3880,0.8560,0.7126,0.7777,2.038131,2.038131,0.4061,0.6189,0.8000,0.6979,-0.0846,7.8e-04,195.8,3.009234,3.009234,3.013547,3.013547,0.0043,7.549810e+00,7.549810e+00,,100.00,80.75,100.00,78.25
69,2.098599,2.098599,0.3914,0.8475,0.7147,0.7754,2.020975,2.020975,0.4090,0.6512,0.7512,0.6976,-0.0776,7.7e-04,195.5,2.973849,2.973849,2.984458,2.984458,0.0106,7.810424e+00,7.810424e+00,,100.00,80.66,100.00,74.01
70,2.090332,2.090332,0.3927,0.8511,0.7190,0.7795,2.019087,2.019087,0.4079,0.7178,0.7073,0.7125,-0.0712,7.6e-04,195.8,2.945687,2.945687,2.841535,2.841535,-0.1042,7.568295e+00,7.568295e+00,,100.00,79.92,100.00,74.91
71,2.087332,2.087332,0.3934,0.8591,0.7200,0.7834,1.997648,1.997648,0.4115,0.6527,0.7610,0.7027,-0.0897,7.6e-04,195.8,2.943521,2.943521,2.829071,2.829071,-0.1145,7.970630e+00,7.970630e+00,,100.00,80.39,100.00,76.52
72,2.080569,2.080569,0.3938,0.8493,0.7175,0.7779,2.002428,2.002428,0.4102,0.5640,0.8488,0.6777,-0.0781,7.5e-04,195.5,2.933815,2.933815,2.756203,2.756203,-0.1776,8.027212e+00,8.027212e+00,,100.00,79.99,100.00,77.11
73,2.080093,2.080093,0.3937,0.8531,0.7206,0.7813,2.078320,2.078320,0.4007,0.6318,0.7366,0.6802,-0.0018,7.4e-04,195.8,2.918147,2.918147,3.742426,3.742426,0.8243,8.092208e+00,8.092208e+00,,100.00,80.52,100.00,68.92
74,2.095071,2.095071,0.3904,0.8485,0.7155,0.7763,2.026405,2.026405,0.4075,0.5845,0.7927,0.6729,-0.0687,7.4e-04,195.8,2.935040,2.935040,2.859858,2.859858,-0.0752,7.797278e+00,7.797278e+00,,100.00,80.62,100.00,79.34
75,2.094366,2.094366,0.3896,0.8555,0.7139,0.7783,1.979276,1.979276,0.4143,0.6310,0.7756,0.6958,-0.1151,7.3e-04,195.8,2.893242,2.893242,2.806115,2.806115,-0.0871,7.525339e+00,7.525339e+00,,100.00,80.28,100.00,76.24
76,2.080436,2.080436,0.3922,0.8539,0.7181,0.7801,2.052056,2.052056,0.4000,0.5842,0.7951,0.6736,-0.0284,7.2e-04,195.8,2.903923,2.903923,3.059991,3.059991,0.1561,8.672240e+00,8.672240e+00,,100.00,80.00,100.00,73.97
77,2.092448,2.092448,0.3894,0.8614,0.7280,0.7891,2.001010,2.001010,0.4091,0.6346,0.7878,0.7029,-0.0914,7.1e-04,195.8,2.879260,2.879260,2.758056,2.758056,-0.1212,7.582319e+00,7.582319e+00,,100.00,80.41,100.00,75.23
78,2.086172,2.086172,0.3901,0.8539,0.7239,0.7835,1.974276,1.974276,0.4133,0.6022,0.8122,0.6916,-0.1119,7.1e-04,195.5,2.880309,2.880309,2.743869,2.743869,-0.1364,8.319525e+00,8.319525e+00,,100.00,80.61,100.00,78.64
79,2.095664,2.095664,0.3886,0.8604,0.7296,0.7896,2.050884,2.050884,0.4021,0.6632,0.7732,0.7140,-0.0448,7.0e-04,195.8,2.880833,2.880833,3.006062,3.006062,0.1252,8.827719e+00,8.827719e+00,,100.00,80.91,100.00,79.07
80,2.097974,2.097974,0.3881,0.8517,0.7208,0.7808,2.031257,2.031257,0.4040,0.7105,0.7122,0.7113,-0.0667,6.9e-04,195.8,2.859162,2.859162,2.887128,2.887128,0.0280,8.275499e+00,8.275499e+00,,100.00,81.67,100.00,83.19
81,2.086973,2.086973,0.3902,0.8543,0.7184,0.7805,1.990895,1.990895,0.4101,0.6199,0.8073,0.7013,-0.0961,6.9e-04,195.9,2.867943,2.867943,2.696873,2.696873,-0.1711,8.455807e+00,8.455807e+00,,100.00,80.98,100.00,74.79
82,2.091566,2.091566,0.3886,0.8580,0.7278,0.7875,2.019546,2.019546,0.4067,0.6743,0.7878,0.7267,-0.0720,6.8e-04,195.8,2.852153,2.852153,2.775207,2.775207,-0.0769,8.450736e+00,8.450736e+00,,100.00,81.03,100.00,77.39
83,2.114243,2.114243,0.3842,0.8522,0.7232,0.7824,2.011052,2.011052,0.4064,0.7146,0.7146,0.7146,-0.1032,6.7e-04,195.5,2.851770,2.851770,2.702130,2.702130,-0.1496,8.066617e+00,8.066617e+00,,100.00,81.80,100.00,78.13
84,2.091609,2.091609,0.3872,0.8577,0.7262,0.7865,1.991254,1.991254,0.4081,0.6863,0.7683,0.7250,-0.1004,6.6e-04,195.8,2.823337,2.823337,2.715214,2.715214,-0.1081,8.004474e+00,8.004474e+00,,100.00,81.17,100.00,77.16
85,2.112078,2.112078,0.3830,0.8567,0.7238,0.7846,2.035640,2.035640,0.4021,0.7129,0.7146,0.7138,-0.0764,6.6e-04,195.8,2.836872,2.836872,2.776495,2.776495,-0.0604,8.678916e+00,8.678916e+00,,100.00,81.18,100.00,80.10
86,2.093742,2.093742,0.3870,0.8634,0.7302,0.7912,1.985318,1.985318,0.4100,0.6959,0.7927,0.7412,-0.1084,6.5e-04,195.8,2.824805,2.824805,2.671870,2.671870,-0.1529,8.464963e+00,8.464963e+00,,100.00,81.05,100.00,79.11
87,2.097644,2.097644,0.3862,0.8610,0.7295,0.7898,1.977979,1.977979,0.4111,0.6304,0.8195,0.7126,-0.1197,6.4e-04,195.8,2.829654,2.829654,2.621617,2.621617,-0.2080,8.158439e+00,8.158439e+00,,100.00,81.48,100.00,78.53
88,2.103706,2.103706,0.3841,0.8539,0.7290,0.7865,2.030315,2.030315,0.4012,0.6618,0.7732,0.7132,-0.0734,6.3e-04,195.6,2.825415,2.825415,2.620523,2.620523,-0.2049,8.827191e+00,8.827191e+00,,100.00,82.00,100.00,80.83
89,2.102646,2.102646,0.3839,0.8692,0.7382,0.7984,1.991102,1.991102,0.4083,0.6554,0.8024,0.7215,-0.1115,6.3e-04,195.8,2.793840,2.793840,2.666132,2.666132,-0.1277,8.004252e+00,8.004252e+00,,100.00,81.78,100.00,77.88
90,2.108175,2.108175,0.3828,0.8546,0.7412,0.7939,2.004546,2.004546,0.4045,0.8140,0.6512,0.7236,-0.1036,6.2e-04,195.8,2.795730,2.795730,2.716241,2.716241,-0.0795,8.425955e+00,8.425955e+00,,100.00,81.95,100.00,78.50
91,2.108740,2.108740,0.3822,0.8588,0.7287,0.7884,2.046498,2.046498,0.3975,0.6843,0.7878,0.7324,-0.0622,6.1e-04,195.8,2.800518,2.800518,2.696600,2.696600,-0.1039,8.310108e+00,8.310108e+00,,100.00,81.54,100.00,82.66
92,2.102306,2.102306,0.3833,0.8644,0.7384,0.7964,1.995617,1.995617,0.4055,0.6414,0.8244,0.7215,-0.1067,6.0e-04,195.5,2.788154,2.788154,2.716877,2.716877,-0.0713,8.290944e+00,8.290944e+00,,100.00,81.36,100.00,74.74
93,2.115400,2.115400,0.3799,0.8653,0.7396,0.7975,2.082062,2.082062,0.3929,0.7513,0.7146,0.7325,-0.0333,6.0e-04,195.7,2.794265,2.794265,2.688494,2.688494,-0.1058,9.340146e+00,9.340146e+00,,100.00,81.60,100.00,79.02
94,2.101409,2.101409,0.3833,0.8598,0.7390,0.7948,1.997521,1.997521,0.4067,0.6881,0.7585,0.7216,-0.1039,5.9e-04,195.7,2.777885,2.777885,2.610558,2.610558,-0.1673,8.482513e+00,8.482513e+00,,100.00,81.63,100.00,78.30
95,2.103345,2.103345,0.3826,0.8632,0.7384,0.7959,2.007866,2.007866,0.4039,0.7260,0.7756,0.7500,-0.0955,5.8e-04,195.3,2.771071,2.771071,2.720656,2.720656,-0.0504,8.511338e+00,8.511338e+00,,100.00,81.46,100.00,75.78
96,2.096766,2.096766,0.3835,0.8653,0.7358,0.7953,2.067335,2.067335,0.3892,0.6460,0.8366,0.7290,-0.0294,5.7e-04,195.6,2.770852,2.770852,2.714301,2.714301,-0.0566,8.861854e+00,8.861854e+00,,100.00,81.69,100.00,79.81
97,2.102716,2.102716,0.3819,0.8633,0.7359,0.7945,1.983779,1.983779,0.4065,0.6217,0.8659,0.7238,-0.1189,5.7e-04,195.7,2.771099,2.771099,2.632762,2.632762,-0.1383,9.726044e+00,9.726044e+00,,100.00,81.43,100.00,75.94
98,2.104113,2.104113,0.3813,0.8621,0.7443,0.7989,2.038095,2.038095,0.3949,0.7111,0.7805,0.7442,-0.0660,5.6e-04,195.7,2.776347,2.776347,2.633357,2.633357,-0.1430,8.497990e+00,8.497990e+00,,100.00,81.23,100.00,79.39
