epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
114,4.374154,4.031087,0.3111,0.9214,0.8848,0.9028,0.3431,4.445412,4.093054,0.3025,0.8271,0.8190,0.8230,0.3524,0.0713,1.9e-03,175.9
115,4.374337,4.030680,0.3112,0.9223,0.8914,0.9066,0.3437,4.432936,4.092066,0.3032,0.7765,0.8644,0.8181,0.3409,0.0586,1.9e-03,174.3
116,4.371171,4.029777,0.3116,0.9255,0.8923,0.9086,0.3414,4.429414,4.088243,0.3036,0.7362,0.8712,0.7980,0.3412,0.0582,1.9e-03,174.2
117,4.371524,4.028759,0.3119,0.9249,0.8885,0.9063,0.3428,4.426332,4.089931,0.3045,0.7288,0.8810,0.7977,0.3364,0.0548,1.8e-03,174.0
118,4.368796,4.027683,0.3126,0.9238,0.8894,0.9063,0.3411,4.431165,4.090598,0.3042,0.7255,0.8688,0.7907,0.3406,0.0624,1.8e-03,174.0
119,4.368602,4.027082,0.3128,0.9240,0.8872,0.9052,0.3415,4.427191,4.089472,0.3039,0.7131,0.8732,0.7851,0.3377,0.0586,1.8e-03,175.5
120,4.365953,4.026102,0.3134,0.9233,0.8890,0.9058,0.3399,4.440141,4.090377,0.3033,0.7090,0.8805,0.7855,0.3498,0.0742,1.8e-03,174.0
121,4.363990,4.024696,0.3139,0.9225,0.8921,0.9071,0.3393,4.428436,4.089141,0.3053,0.8052,0.8044,0.8048,0.3393,0.0644,1.7e-03,174.0
122,4.364626,4.024071,0.3142,0.9270,0.8906,0.9085,0.3406,4.421822,4.087233,0.3050,0.7579,0.8688,0.8095,0.3346,0.0572,1.7e-03,174.1
123,4.366644,4.022841,0.3148,0.9262,0.8907,0.9081,0.3438,4.424223,4.088495,0.3051,0.6686,0.9024,0.7681,0.3357,0.0576,1.7e-03,175.6
124,4.365671,4.021920,0.3151,0.9241,0.8878,0.9056,0.3438,4.423776,4.090379,0.3046,0.7380,0.8727,0.7997,0.3334,0.0581,1.7e-03,174.1
125,4.364557,4.021748,0.3152,0.9256,0.8902,0.9076,0.3428,4.430919,4.091228,0.3056,0.7355,0.8561,0.7913,0.3397,0.0664,1.6e-03,174.2
126,4.363794,4.020601,0.3159,0.9275,0.8905,0.9086,0.3432,4.423434,4.088403,0.3051,0.7021,0.8829,0.7822,0.3350,0.0596,1.6e-03,173.8
127,4.362158,4.019523,0.3161,0.9236,0.8872,0.9050,0.3426,4.430523,4.093196,0.3046,0.7596,0.8629,0.8079,0.3373,0.0684,1.6e-03,173.9
128,4.361333,4.018443,0.3165,0.9266,0.8929,0.9094,0.3429,4.420553,4.085116,0.3064,0.7191,0.8766,0.7901,0.3354,0.0592,1.6e-03,175.6
129,4.359032,4.017778,0.3171,0.9260,0.8972,0.9114,0.3413,4.432401,4.088765,0.3061,0.6356,0.9088,0.7480,0.3436,0.0734,1.5e-03,174.0
130,4.359131,4.016722,0.3174,0.9226,0.8897,0.9058,0.3424,4.434504,4.083441,0.3065,0.7455,0.8600,0.7986,0.3511,0.0754,1.5e-03,173.7
131,4.341709,4.008369,0.3213,0.9237,0.8980,0.9107,0.3333,4.410232,4.080390,0.3097,0.7325,0.8776,0.7985,0.3298,0.0685,5.2e-05,907.3
132,4.337008,4.004219,0.3237,0.9306,0.8964,0.9132,0.3328,4.409338,4.079774,0.3102,0.7204,0.8849,0.7942,0.3296,0.0723,6.3e-05,175.8
133,4.333602,4.001455,0.3246,0.9299,0.8998,0.9146,0.3321,4.406531,4.078726,0.3107,0.7477,0.8717,0.8050,0.3278,0.0729,7.5e-05,173.8
134,4.331536,3.999686,0.3257,0.9305,0.9022,0.9162,0.3319,4.406404,4.078150,0.3110,0.7393,0.8756,0.8017,0.3283,0.0749,8.6e-05,173.8
135,4.330685,3.999034,0.3261,0.9304,0.9007,0.9153,0.3317,4.406894,4.078522,0.3112,0.7314,0.8820,0.7996,0.3284,0.0762,9.7e-05,173.8
136,4.329353,3.997565,0.3267,0.9304,0.9016,0.9157,0.3318,4.404441,4.077723,0.3113,0.7241,0.8834,0.7959,0.3267,0.0751,1.1e-04,173.8
137,4.328476,3.997011,0.3267,0.9331,0.9027,0.9177,0.3315,4.405942,4.079117,0.3113,0.7256,0.8810,0.7958,0.3268,0.0775,1.2e-04,174.7
138,4.327127,3.995835,0.3275,0.9337,0.9063,0.9198,0.3313,4.406011,4.078262,0.3115,0.7234,0.8805,0.7943,0.3277,0.0789,1.3e-04,173.8
139,4.327159,3.995489,0.3278,0.9360,0.9050,0.9202,0.3317,4.405422,4.076746,0.3121,0.7399,0.8771,0.8027,0.3287,0.0783,1.4e-04,173.8
140,4.326814,3.994526,0.3280,0.9320,0.9038,0.9177,0.3323,4.405424,4.077491,0.3121,0.7447,0.8751,0.8047,0.3279,0.0786,1.5e-04,173.8
141,4.327004,3.994530,0.3283,0.9326,0.9015,0.9168,0.3325,4.404027,4.076974,0.3119,0.7505,0.8732,0.8072,0.3271,0.0770,1.6e-04,174.8
142,4.326583,3.994093,0.3283,0.9357,0.9044,0.9198,0.3325,4.408037,4.078259,0.3118,0.7350,0.8849,0.8030,0.3298,0.0815,1.7e-04,173.8
