epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,gap,lr,time_s,fsq_train_total,train_recon,fsq_val_total,val_recon,fsq_gap,encoder_grad_rms,transformer_grad_rms,fsq_lr,train_code_usage_pct,train_code_ppl_pct,val_code_usage_pct,val_code_ppl_pct
1,2.602990,2.602990,0.4333,0.0000,0.0000,0.0000,1.772346,1.772346,0.5631,0.0000,0.0000,0.0000,-0.8306,8.3e-04,360.3,682.838874,682.838874,366.046372,366.046372,-316.7925,1.652504e+03,3.417712e+00,2.1e-04,81.60,4.85,26.56,2.89
2,2.162606,2.162606,0.4051,0.0000,0.0000,0.0000,2.115498,2.115498,0.3935,0.0000,0.0000,0.0000,-0.0471,1.6e-03,205.3,34.703931,34.703931,19.165632,19.165632,-15.5383,3.047651e+02,8.547067e+00,4.1e-04,94.08,11.86,80.16,14.27
3,2.551796,2.551796,0.3767,0.0000,0.0000,0.0000,1.918198,1.918198,0.5267,0.0000,0.0000,0.0000,-0.6336,2.4e-03,198.0,20.772277,20.772277,19.926306,19.926306,-0.8460,5.842331e+01,1.337654e+00,6.0e-04,100.00,43.84,100.00,34.26
4,2.131892,2.131892,0.4924,0.0000,0.0000,0.0000,1.972282,1.972282,0.5143,0.0000,0.0000,0.0000,-0.1596,3.2e-03,197.9,19.605605,19.605605,18.413677,18.413677,-1.1919,4.388472e+01,5.085168e-01,8.0e-04,100.00,40.63,100.00,39.54
5,2.150636,2.150636,0.4690,0.1111,0.0001,0.0001,2.051943,2.051943,0.4842,0.0000,0.0000,0.0000,-0.0987,4.0e-03,198.9,18.870445,18.870445,17.486906,17.486906,-1.3835,3.603230e+01,5.281672e-01,1.0e-03,100.00,38.01,100.00,38.31
6,2.211737,2.211737,0.4598,0.0000,0.0000,0.0000,2.214998,2.214998,0.4506,0.0000,0.0000,0.0000,0.0033,4.0e-03,198.1,18.449377,18.449377,16.957753,16.957753,-1.4916,2.755536e+01,2.830280e-01,1.0e-03,100.00,46.67,100.00,48.26
7,2.285262,2.285262,0.4462,0.0000,0.0000,0.0000,2.300488,2.300488,0.4413,0.0000,0.0000,0.0000,0.0152,4.0e-03,198.2,17.264098,17.264098,16.331903,16.331903,-0.9322,2.355263e+01,2.148743e-01,1.0e-03,100.00,53.79,100.00,54.13
8,2.328251,2.328251,0.4159,0.0000,0.0000,0.0000,2.119227,2.119227,0.4425,0.0000,0.0000,0.0000,-0.2090,4.0e-03,198.0,15.929945,15.929945,14.908218,14.908218,-1.0217,2.453905e+01,1.682940e-01,1.0e-03,100.00,42.89,100.00,34.67
9,2.373012,2.373012,0.3956,0.0000,0.0000,0.0000,2.247955,2.247955,0.4232,0.0000,0.0000,0.0000,-0.1251,4.0e-03,198.8,14.220371,14.220371,13.167614,13.167614,-1.0528,2.516985e+01,1.622972e-01,1.0e-03,100.00,41.75,100.00,51.76
10,2.487479,2.487479,0.3750,0.0000,0.0000,0.0000,2.281156,2.281156,0.4080,0.0000,0.0000,0.0000,-0.2063,4.0e-03,198.0,13.152435,13.152435,12.490364,12.490364,-0.6621,2.711730e+01,1.641632e-01,9.9e-04,100.00,53.51,100.00,55.85
11,2.443099,2.443099,0.4597,0.0631,0.0005,0.0009,1.738199,1.738199,0.5960,0.0000,0.0000,0.0000,-0.7049,4.0e-03,197.3,17.878759,17.878759,18.617213,18.617213,0.7385,4.901035e+01,7.843903e-01,9.9e-04,100.00,49.66,100.00,32.39
12,1.766434,1.766434,0.6092,0.0937,0.0002,0.0004,1.402776,1.402776,0.6902,0.0000,0.0000,0.0000,-0.3637,3.9e-03,197.2,18.750821,18.750821,19.257100,19.257100,0.5063,1.849652e+01,1.994682e-01,9.9e-04,100.00,39.34,100.00,17.74
13,1.744833,1.744833,0.6109,0.0000,0.0000,0.0000,1.597246,1.597246,0.6345,0.0000,0.0000,0.0000,-0.1476,3.9e-03,197.3,18.723323,18.723323,17.247518,17.247518,-1.4758,1.627463e+01,1.546813e-01,9.8e-04,100.00,39.49,100.00,31.68
14,1.874872,1.874872,0.5665,0.0000,0.0000,0.0000,1.864894,1.864894,0.5559,0.0000,0.0000,0.0000,-0.0100,3.9e-03,197.3,18.178494,18.178494,20.291434,20.291434,2.1129,1.555975e+01,1.296267e-01,9.8e-04,100.00,44.78,100.00,41.71
15,2.087268,2.087268,0.5152,0.0000,0.0000,0.0000,1.839885,1.839885,0.5714,0.0000,0.0000,0.0000,-0.2474,3.9e-03,197.9,19.143012,19.143012,19.138725,19.138725,-0.0043,1.563454e+01,1.386066e-01,9.7e-04,100.00,51.51,100.00,44.21
16,2.100157,2.100157,0.5104,0.0000,0.0000,0.0000,1.990683,1.990683,0.5106,0.0000,0.0000,0.0000,-0.1095,3.9e-03,197.0,18.647473,18.647473,17.577547,17.577547,-1.0699,1.480606e+01,1.155490e-01,9.7e-04,100.00,48.89,100.00,39.39
17,2.234934,2.234934,0.4717,0.0000,0.0000,0.0000,1.943824,1.943824,0.5288,0.0000,0.0000,0.0000,-0.2911,3.9e-03,197.0,18.295668,18.295668,17.630916,17.630916,-0.6648,1.360613e+01,1.059239e-01,9.6e-04,100.00,48.66,100.00,38.35
18,2.270151,2.270151,0.4679,0.0000,0.0000,0.0000,2.138542,2.138542,0.4832,0.0000,0.0000,0.0000,-0.1316,3.8e-03,196.9,18.241847,18.241847,18.204416,18.204416,-0.0374,1.367737e+01,9.946865e-02,9.6e-04,100.00,48.32,100.00,52.81
19,2.401469,2.401469,0.4307,0.0000,0.0000,0.0000,2.171745,2.171745,0.4750,0.0000,0.0000,0.0000,-0.2297,3.8e-03,197.6,17.910828,17.910828,15.883878,15.883878,-2.0269,1.382720e+01,8.612692e-02,9.5e-04,100.00,51.66,100.00,50.61
20,2.414976,2.414976,0.4275,0.0000,0.0000,0.0000,2.299180,2.299180,0.4320,0.0000,0.0000,0.0000,-0.1158,3.8e-03,196.8,16.383343,16.383343,15.234435,15.234435,-1.1489,1.371890e+01,7.719974e-02,9.4e-04,100.00,57.91,100.00,55.49
21,2.494526,2.494526,0.3924,0.0000,0.0000,0.0000,2.253568,2.253568,0.4248,0.0000,0.0000,0.0000,-0.2410,3.7e-03,196.8,14.773174,14.773174,12.808789,12.808789,-1.9644,1.580931e+01,6.787490e-02,9.4e-04,100.00,69.45,100.00,69.17
22,2.489096,2.489096,0.3848,0.0000,0.0000,0.0000,2.311604,2.311604,0.4121,0.0000,0.0000,0.0000,-0.1775,3.7e-03,196.8,13.376220,13.376220,11.918454,11.918454,-1.4578,2.001160e+01,6.902218e-02,9.3e-04,100.00,77.22,100.00,80.71
23,2.500917,2.500917,0.3785,0.0000,0.0000,0.0000,2.230148,2.230148,0.4302,0.0000,0.0000,0.0000,-0.2708,3.7e-03,196.9,12.377417,12.377417,11.164654,11.164654,-1.2128,2.133283e+01,6.730116e-02,9.2e-04,100.00,80.91,100.00,77.02
24,2.500168,2.500168,0.3781,0.7143,0.0003,0.0007,2.288435,2.288435,0.4179,0.0000,0.0000,0.0000,-0.2117,3.6e-03,196.8,11.303328,11.303328,9.971725,9.971725,-1.3316,2.307429e+01,7.201382e-02,9.1e-04,100.00,80.19,100.00,75.61
25,2.577852,2.577852,0.3609,0.6687,0.0075,0.0148,2.323988,2.323988,0.4028,0.4634,0.0463,0.0843,-0.2539,3.6e-03,197.5,9.577870,9.577870,8.325465,8.325465,-1.2524,2.141281e+01,7.252141e-02,9.0e-04,100.00,81.71,100.00,80.07
26,2.581428,2.581428,0.3582,0.5603,0.0512,0.0937,2.332214,2.332214,0.4007,0.7083,0.0415,0.0783,-0.2492,3.6e-03,196.8,8.588242,8.588242,7.756391,7.756391,-0.8319,2.120735e+01,6.905740e-02,8.9e-04,100.00,83.24,100.00,78.58
27,2.586068,2.586068,0.3562,0.5937,0.1004,0.1718,2.341302,2.341302,0.3957,0.5507,0.0927,0.1587,-0.2448,3.5e-03,196.8,7.858571,7.858571,7.176739,7.176739,-0.6818,1.829262e+01,6.276230e-02,8.8e-04,100.00,84.28,100.00,82.28
28,2.559520,2.559520,0.3604,0.5960,0.1355,0.2208,2.331434,2.331434,0.4028,0.3285,0.2756,0.2997,-0.2281,3.5e-03,196.8,7.432155,7.432155,6.560108,6.560108,-0.8720,1.877522e+01,6.218514e-02,8.7e-04,100.00,85.15,100.00,81.67
29,2.556225,2.556225,0.3600,0.6063,0.1843,0.2826,2.262095,2.262095,0.4095,0.5362,0.1805,0.2701,-0.2941,3.4e-03,197.5,7.013772,7.013772,6.326631,6.326631,-0.6871,1.717256e+01,6.046208e-02,8.6e-04,100.00,85.55,100.00,83.30
30,2.517195,2.517195,0.3658,0.5879,0.2185,0.3186,2.236230,2.236230,0.4129,0.5417,0.1268,0.2055,-0.2810,3.4e-03,196.7,6.634101,6.634101,5.992862,5.992862,-0.6412,1.765053e+01,5.967831e-02,8.5e-04,100.00,85.32,100.00,82.42
31,2.489425,2.489425,0.3699,0.6175,0.2463,0.3522,2.219645,2.219645,0.4163,0.4856,0.2463,0.3269,-0.2698,3.3e-03,196.7,6.400542,6.400542,5.862303,5.862303,-0.5382,1.675544e+01,5.785028e-02,8.3e-04,100.00,85.75,100.00,81.28
32,2.470480,2.470480,0.3730,0.6529,0.2895,0.4012,2.285760,2.285760,0.4040,0.6100,0.1488,0.2392,-0.1847,3.3e-03,196.7,6.117549,6.117549,5.832578,5.832578,-0.2850,1.524104e+01,5.522786e-02,8.2e-04,100.00,85.84,100.00,83.58
33,2.450523,2.450523,0.3755,0.6520,0.3097,0.4200,2.222638,2.222638,0.4122,0.6057,0.2585,0.3624,-0.2279,3.2e-03,196.8,5.940734,5.940734,5.311388,5.311388,-0.6293,1.596615e+01,5.467454e-02,8.1e-04,100.00,85.70,100.00,83.06
34,2.428727,2.428727,0.3780,0.6760,0.3456,0.4573,2.180765,2.180765,0.4203,0.4036,0.4951,0.4447,-0.2480,3.2e-03,196.8,5.680652,5.680652,5.175746,5.175746,-0.5049,1.507925e+01,5.620423e-02,8.0e-04,100.00,85.86,100.00,79.46
35,2.409898,2.409898,0.3805,0.6841,0.3693,0.4797,2.227929,2.227929,0.4098,0.6238,0.3073,0.4118,-0.1820,3.1e-03,197.5,5.495771,5.495771,5.247373,5.247373,-0.2484,1.354728e+01,5.288189e-02,7.8e-04,100.00,85.35,100.00,83.72
36,2.397850,2.397850,0.3816,0.6716,0.3900,0.4934,2.199177,2.199177,0.4141,0.6255,0.3707,0.4655,-0.1987,3.1e-03,197.6,5.330152,5.330152,4.872693,4.872693,-0.4575,1.412659e+01,5.434664e-02,7.7e-04,100.00,85.65,100.00,85.76
37,2.368725,2.368725,0.3862,0.7119,0.4184,0.5270,2.162897,2.162897,0.4207,0.4503,0.6073,0.5171,-0.2058,3.0e-03,197.5,5.156996,5.156996,4.856929,4.856929,-0.3001,1.408667e+01,5.231276e-02,7.6e-04,100.00,83.78,100.00,78.64
38,2.371728,2.371728,0.3839,0.7157,0.4423,0.5467,2.180892,2.180892,0.4172,0.6113,0.5024,0.5515,-0.1908,3.0e-03,197.5,5.040235,5.040235,4.619569,4.619569,-0.4207,1.301671e+01,5.355914e-02,7.4e-04,100.00,83.89,100.00,80.87
39,2.358015,2.358015,0.3857,0.7171,0.4548,0.5566,2.161208,2.161208,0.4178,0.4843,0.6000,0.5359,-0.1968,2.9e-03,197.5,4.909813,4.909813,4.546528,4.546528,-0.3633,1.229640e+01,5.425408e-02,7.3e-04,100.00,82.89,100.00,81.88
40,2.332856,2.332856,0.3897,0.7412,0.4871,0.5879,2.143342,2.143342,0.4213,0.4477,0.6049,0.5145,-0.1895,2.9e-03,198.3,4.807040,4.807040,4.476463,4.476463,-0.3306,1.332147e+01,5.367494e-02,7.2e-04,100.00,82.51,100.00,78.13
41,2.330457,2.330457,0.3896,0.7324,0.4925,0.5890,2.163075,2.163075,0.4174,0.5121,0.6195,0.5607,-0.1674,2.8e-03,197.4,4.698179,4.698179,4.368269,4.368269,-0.3299,1.295771e+01,5.227883e-02,7.0e-04,100.00,82.15,100.00,80.58
42,2.331915,2.331915,0.3889,0.7476,0.5030,0.6014,2.132577,2.132577,0.4224,0.5000,0.6244,0.5553,-0.1993,2.7e-03,197.4,4.600551,4.600551,4.348207,4.348207,-0.2523,1.177582e+01,5.233851e-02,6.9e-04,100.00,82.45,100.00,81.47
43,2.314978,2.314978,0.3908,0.7470,0.5192,0.6126,2.133470,2.133470,0.4235,0.5750,0.5610,0.5679,-0.1815,2.7e-03,197.4,4.515934,4.515934,4.130097,4.130097,-0.3858,1.242749e+01,5.347063e-02,6.7e-04,100.00,81.73,100.00,78.70
44,2.313862,2.313862,0.3906,0.7583,0.5252,0.6206,2.129663,2.129663,0.4228,0.5561,0.5927,0.5738,-0.1842,2.6e-03,198.2,4.431754,4.431754,4.205824,4.205824,-0.2259,1.099387e+01,5.264120e-02,6.6e-04,100.00,81.23,100.00,75.63
45,2.307723,2.307723,0.3909,0.7525,0.5391,0.6281,2.144144,2.144144,0.4169,0.5724,0.6463,0.6071,-0.1636,2.6e-03,197.3,4.357686,4.357686,4.128433,4.128433,-0.2293,1.091353e+01,5.169752e-02,6.4e-04,100.00,79.76,100.00,76.20
