epoch,train_recon,train_slow,train_uniform,val_recon,val_usage_pct,val_ppl_pct,lr,time_s
605,1.762396,0.564287,-3.471017,,,,3.4e-04,11.4
606,1.757587,0.565132,-3.473627,,,,3.4e-04,11.5
607,1.766334,0.564432,-3.471921,,,,3.4e-04,11.8
608,1.758507,0.563750,-3.471299,,,,3.4e-04,11.4
609,1.758449,0.563914,-3.472246,,,,3.4e-04,11.7
610,1.762513,0.565418,-3.473351,1.689935,100.0000,74.9860,3.4e-04,11.6
611,1.759411,0.563228,-3.472421,,,,3.4e-04,11.5
612,1.759104,0.563122,-3.471763,,,,3.3e-04,11.8
613,1.757965,0.562117,-3.472785,,,,3.3e-04,11.4
614,1.756778,0.562584,-3.472723,,,,3.3e-04,11.7
615,1.759427,0.564968,-3.473913,,,,3.3e-04,11.5
616,1.756113,0.565126,-3.473970,,,,3.3e-04,11.8
617,1.760248,0.563955,-3.472107,,,,3.3e-04,12.3
618,1.755388,0.559952,-3.470408,,,,3.3e-04,11.5
619,1.758965,0.562141,-3.470331,,,,3.2e-04,11.8
620,1.753129,0.564636,-3.475578,1.689942,100.0000,74.9145,3.2e-04,11.7
621,1.758830,0.565153,-3.475850,,,,3.2e-04,11.8
622,1.758824,0.563553,-3.473013,,,,3.2e-04,11.5
623,1.749249,0.562966,-3.473101,,,,3.2e-04,11.8
624,1.752204,0.562242,-3.473162,,,,3.2e-04,11.5
625,1.756988,0.563302,-3.472289,,,,3.2e-04,11.5
626,1.750892,0.558864,-3.472539,,,,3.1e-04,11.8
627,1.747577,0.557988,-3.472567,,,,3.1e-04,11.5
628,1.753099,0.562824,-3.476268,,,,3.1e-04,11.8
629,1.755930,0.564225,-3.474273,,,,3.1e-04,11.5
630,1.757221,0.561652,-3.470003,1.687513,100.0000,74.7772,3.1e-04,12.0
631,1.753916,0.559729,-3.470132,,,,3.1e-04,11.5
632,1.748159,0.562383,-3.472810,,,,3.1e-04,11.4
633,1.750886,0.563729,-3.473780,,,,3.0e-04,11.8
634,1.752166,0.564178,-3.474313,,,,3.0e-04,11.4
635,1.748593,0.563600,-3.473492,,,,3.0e-04,11.8
636,1.750889,0.565559,-3.475867,,,,3.0e-04,11.5
637,1.754418,0.564656,-3.474330,,,,3.0e-04,11.4
638,1.747443,0.562598,-3.473380,,,,3.0e-04,11.7
639,1.746398,0.561346,-3.469783,,,,3.0e-04,11.4
640,1.749346,0.562017,-3.473685,1.664050,100.0000,76.9807,2.9e-04,12.0
641,1.748682,0.562062,-3.471869,,,,2.9e-04,11.5
642,1.748834,0.564842,-3.472782,,,,2.9e-04,11.8
643,1.747786,0.564090,-3.474487,,,,2.9e-04,11.5
644,1.748178,0.564021,-3.472052,,,,2.9e-04,11.5
645,1.749378,0.564136,-3.473262,,,,2.9e-04,11.8
646,1.744697,0.559310,-3.470635,,,,2.9e-04,11.5
647,1.744964,0.563322,-3.475562,,,,2.8e-04,11.8
648,1.747349,0.564394,-3.476154,,,,2.8e-04,11.5
649,1.744515,0.562388,-3.473763,,,,2.8e-04,11.5
650,1.740669,0.563745,-3.474073,1.696692,100.0000,74.8599,2.8e-04,12.0
651,1.743701,0.564342,-3.475422,,,,2.8e-04,11.5
652,1.744902,0.561197,-3.471841,,,,2.8e-04,11.8
653,1.746141,0.562708,-3.471474,,,,2.8e-04,11.5
654,1.741146,0.563154,-3.472517,,,,2.7e-04,11.5
655,1.743458,0.565996,-3.475544,,,,2.7e-04,11.8
656,1.740381,0.562532,-3.474383,,,,2.7e-04,11.5
657,1.746437,0.565364,-3.476343,,,,2.7e-04,11.8
658,1.739295,0.563186,-3.473434,,,,2.7e-04,11.5
659,1.743850,0.565112,-3.477287,,,,2.7e-04,11.5
660,1.741889,0.563264,-3.473601,1.686939,100.0000,77.6564,2.7e-04,12.0
661,1.740370,0.562086,-3.472319,,,,2.7e-04,11.5
662,1.741621,0.563181,-3.475427,,,,2.6e-04,11.8
663,1.739876,0.564044,-3.474849,,,,2.6e-04,11.5
664,1.740630,0.565625,-3.476122,,,,2.6e-04,11.5
665,1.737150,0.562121,-3.475292,,,,2.6e-04,11.8
666,1.739256,0.565206,-3.477993,,,,2.6e-04,11.5
667,1.740421,0.565057,-3.476142,,,,2.6e-04,11.8
668,1.739601,0.564774,-3.477200,,,,2.6e-04,11.5
669,1.737797,0.561794,-3.475574,,,,2.5e-04,11.8
670,1.738771,0.564641,-3.476012,1.701110,100.0000,72.7670,2.5e-04,11.6
671,1.738595,0.561340,-3.472625,,,,2.5e-04,11.8
672,1.735902,0.560596,-3.475112,,,,2.5e-04,11.5
673,1.736852,0.562963,-3.475585,,,,2.5e-04,11.5
674,1.735409,0.560996,-3.474619,,,,2.5e-04,11.8
675,1.734558,0.561851,-3.474735,,,,2.5e-04,11.5
676,1.735790,0.563549,-3.476005,,,,2.5e-04,11.7
677,1.736971,0.561992,-3.476972,,,,2.4e-04,11.5
678,1.734669,0.563660,-3.475684,,,,2.4e-04,12.0
679,1.736137,0.564000,-3.475806,,,,2.4e-04,11.9
680,1.734367,0.561443,-3.474355,1.674859,100.0000,73.8204,2.4e-04,11.7
681,1.736780,0.563982,-3.477564,,,,2.4e-04,11.8
682,1.737136,0.565471,-3.475390,,,,2.4e-04,11.5
683,1.735775,0.565761,-3.478085,,,,2.4e-04,11.4
684,1.733620,0.562372,-3.475988,,,,2.3e-04,11.7
685,1.734245,0.562869,-3.476408,,,,2.3e-04,11.4
686,1.730965,0.564649,-3.477211,,,,2.3e-04,11.8
687,1.731927,0.562747,-3.477537,,,,2.3e-04,11.4
688,1.732540,0.563551,-3.479957,,,,2.3e-04,11.4
689,1.732254,0.564572,-3.478930,,,,2.3e-04,11.7
690,1.732087,0.563074,-3.478574,1.682657,100.0000,76.1513,2.3e-04,11.6
691,1.729899,0.562432,-3.479474,,,,2.3e-04,11.7
692,1.730358,0.563616,-3.479850,,,,2.2e-04,11.5
693,1.730087,0.564249,-3.479085,,,,2.2e-04,11.7
694,1.731041,0.563533,-3.476877,,,,2.2e-04,11.4
695,1.730273,0.564083,-3.479489,,,,2.2e-04,11.4
696,1.765946,0.562995,-3.469030,,,,2.2e-04,11.7
697,1.725172,0.558805,-3.476022,,,,2.2e-04,11.4
698,1.726015,0.559113,-3.475100,,,,2.2e-04,11.7
699,1.725781,0.560944,-3.475997,,,,2.2e-04,11.4
700,1.724932,0.563311,-3.479076,1.661176,100.0000,76.7145,2.1e-04,11.6
701,1.727307,0.562435,-3.478542,,,,2.1e-04,11.8
702,1.725854,0.561521,-3.476279,,,,2.1e-04,11.5
703,1.727256,0.563938,-3.479663,,,,2.1e-04,11.8
704,1.726189,0.564819,-3.480142,,,,2.1e-04,11.5
705,1.723756,0.562128,-3.478792,,,,2.1e-04,11.5
706,1.726693,0.563304,-3.478315,,,,2.1e-04,11.9
707,1.721195,0.562052,-3.478712,,,,2.1e-04,11.4
708,1.724365,0.564886,-3.478761,,,,2.0e-04,11.7
709,1.727096,0.566449,-3.480978,,,,2.0e-04,11.4
710,1.724353,0.565262,-3.480451,1.654211,100.0000,75.5804,2.0e-04,11.9
711,1.726869,0.563364,-3.479032,,,,2.0e-04,11.5
712,1.725761,0.561774,-3.477466,,,,2.0e-04,11.5
713,1.724045,0.561707,-3.477400,,,,2.0e-04,11.8
714,1.724753,0.563149,-3.478041,,,,2.0e-04,11.5
715,1.722254,0.561022,-3.477568,,,,2.0e-04,11.7
716,1.723788,0.562274,-3.478655,,,,1.9e-04,11.5
717,1.722442,0.561842,-3.475951,,,,1.9e-04,11.4
718,1.720168,0.561497,-3.478641,,,,1.9e-04,11.7
719,1.721374,0.562927,-3.481264,,,,1.9e-04,11.5
720,1.721031,0.564579,-3.482274,1.639540,100.0000,77.4932,1.9e-04,12.0
721,1.723419,0.565509,-3.482211,,,,1.9e-04,11.4
722,1.722334,0.565582,-3.479609,,,,1.9e-04,11.8
723,1.720924,0.565498,-3.480970,,,,1.9e-04,11.5
724,1.725946,0.566003,-3.482475,,,,1.8e-04,11.4
725,1.726432,0.566190,-3.481058,,,,1.8e-04,11.7
726,1.720959,0.565594,-3.481012,,,,1.8e-04,11.4
727,1.720896,0.564751,-3.480595,,,,1.8e-04,11.4
728,1.720845,0.566959,-3.481507,,,,1.8e-04,11.7
729,1.721254,0.567447,-3.480625,,,,1.8e-04,11.4
730,1.724672,0.565975,-3.481773,1.671598,100.0000,77.6280,1.8e-04,11.9
731,1.720597,0.564813,-3.481124,,,,1.8e-04,11.4
732,1.719506,0.563874,-3.479516,,,,1.8e-04,11.8
733,1.723846,0.568188,-3.479804,,,,1.7e-04,11.4
734,1.721598,0.568274,-3.481427,,,,1.7e-04,11.4
735,1.721539,0.567202,-3.482666,,,,1.7e-04,11.7
736,1.723165,0.568319,-3.482465,,,,1.7e-04,11.5
737,1.719518,0.566859,-3.483405,,,,1.7e-04,11.7
738,1.720062,0.565781,-3.481130,,,,1.7e-04,11.5
739,1.720817,0.564698,-3.479275,,,,1.7e-04,11.4
740,1.714321,0.560812,-3.479360,1.633742,100.0000,75.5563,1.7e-04,11.9
741,1.716704,0.565355,-3.481029,,,,1.7e-04,11.5
742,1.717808,0.564816,-3.481086,,,,1.6e-04,11.7
743,1.717519,0.564835,-3.481681,,,,1.6e-04,11.4
744,1.716255,0.565270,-3.481086,,,,1.6e-04,11.4
745,1.715825,0.565337,-3.481536,,,,1.6e-04,11.7
746,1.719287,0.566813,-3.481781,,,,1.6e-04,11.4
747,1.717714,0.565546,-3.480220,,,,1.6e-04,11.7
748,1.716921,0.565610,-3.483678,,,,1.6e-04,11.4
749,1.719981,0.565589,-3.482261,,,,1.6e-04,11.4
750,1.717233,0.565685,-3.482745,1.633605,100.0000,76.8729,1.5e-04,11.9
751,1.717037,0.565857,-3.482675,,,,1.5e-04,11.4
752,1.715520,0.567004,-3.482270,,,,1.5e-04,11.8
753,1.714910,0.567036,-3.483688,,,,1.5e-04,11.4
754,1.713759,0.566454,-3.482406,,,,1.5e-04,11.7
755,1.716338,0.567051,-3.482012,,,,1.5e-04,11.4
756,1.715681,0.566966,-3.482608,,,,1.5e-04,11.4
757,1.716379,0.567083,-3.482476,,,,1.5e-04,11.7
758,1.712232,0.565520,-3.482450,,,,1.5e-04,11.4
759,1.712860,0.565757,-3.481878,,,,1.5e-04,11.7
760,1.712702,0.564018,-3.481489,1.636040,100.0000,74.4220,1.4e-04,11.6
761,1.712249,0.565125,-3.482428,,,,1.4e-04,11.4
762,1.711186,0.564559,-3.482401,,,,1.4e-04,11.7
763,1.713799,0.566382,-3.483318,,,,1.4e-04,11.4
764,1.712480,0.566580,-3.483653,,,,1.4e-04,11.7
765,1.712829,0.565866,-3.482259,,,,1.4e-04,11.4
766,1.710825,0.563477,-3.481248,,,,1.4e-04,11.7
767,1.710310,0.566323,-3.484130,,,,1.4e-04,11.4
768,1.710935,0.566779,-3.484187,,,,1.4e-04,11.3
769,1.711583,0.567107,-3.483212,,,,1.3e-04,11.4
770,1.713528,0.566977,-3.485277,1.625000,100.0000,79.1424,1.3e-04,11.4
771,1.712951,0.567627,-3.485405,,,,1.3e-04,11.3
772,1.710834,0.568742,-3.485676,,,,1.3e-04,11.1
773,1.712573,0.569920,-3.486703,,,,1.3e-04,11.1
774,1.711959,0.568500,-3.485629,,,,1.3e-04,11.3
775,1.711750,0.568591,-3.485010,,,,1.3e-04,11.2
776,1.712494,0.567315,-3.484091,,,,1.3e-04,11.3
777,1.708947,0.564642,-3.480901,,,,1.3e-04,11.2
778,1.709701,0.564250,-3.481865,,,,1.3e-04,11.3
779,1.707451,0.563379,-3.482952,,,,1.2e-04,11.2
780,1.708109,0.566300,-3.483518,1.647493,100.0000,77.2439,1.2e-04,11.3
781,1.709084,0.568123,-3.485752,,,,1.2e-04,11.3
782,1.711958,0.566890,-3.483262,,,,1.2e-04,11.2
783,1.708999,0.565095,-3.482193,,,,1.2e-04,11.3
784,1.703809,0.563305,-3.483023,,,,1.2e-04,11.2
785,1.705409,0.562892,-3.483366,,,,1.2e-04,11.3
786,1.705986,0.565138,-3.482490,,,,1.2e-04,11.2
787,1.706379,0.564238,-3.482580,,,,1.2e-04,11.2
788,1.704870,0.564123,-3.483033,,,,1.2e-04,11.3
789,1.707984,0.566161,-3.481963,,,,1.1e-04,11.2
790,1.707621,0.567773,-3.486277,1.650910,100.0000,75.4369,1.1e-04,11.5
791,1.708302,0.568145,-3.483188,,,,1.1e-04,11.2
792,1.709511,0.569421,-3.484078,,,,1.1e-04,11.2
793,1.709500,0.568011,-3.484186,,,,1.1e-04,11.3
794,1.709088,0.568240,-3.483996,,,,1.1e-04,11.2
795,1.706873,0.566994,-3.484923,,,,1.1e-04,11.3
796,1.705382,0.564321,-3.482258,,,,1.1e-04,11.2
797,1.704224,0.565281,-3.481669,,,,1.1e-04,11.3
798,1.705491,0.565434,-3.484784,,,,1.1e-04,11.2
799,1.704067,0.565112,-3.484477,,,,1.1e-04,11.2
800,1.703830,0.565315,-3.484755,1.620539,100.0000,78.7889,1.0e-04,11.5
801,1.706491,0.567063,-3.483565,,,,1.0e-04,11.2
802,1.703075,0.565932,-3.484677,,,,1.0e-04,11.3
803,1.704041,0.565839,-3.482456,,,,1.0e-04,11.2
804,1.705118,0.567105,-3.482212,,,,1.0e-04,11.2
805,1.705372,0.567020,-3.483714,,,,1.0e-04,11.3
806,1.704531,0.569510,-3.485624,,,,9.9e-05,11.2
807,1.704819,0.567595,-3.485858,,,,9.8e-05,11.3
808,1.706110,0.568096,-3.485931,,,,9.7e-05,11.2
809,1.704263,0.567788,-3.486101,,,,9.6e-05,11.2
810,1.704479,0.568344,-3.486138,1.648476,100.0000,77.9971,9.6e-05,11.6
811,1.705965,0.568531,-3.484539,,,,9.5e-05,11.2
812,1.703781,0.569642,-3.485640,,,,9.4e-05,11.5
813,1.704362,0.569800,-3.487631,,,,9.3e-05,11.3
814,1.703438,0.569220,-3.486296,,,,9.2e-05,11.4
815,1.703737,0.569312,-3.487618,,,,9.1e-05,11.3
816,1.703707,0.568191,-3.486028,,,,9.0e-05,11.2
817,1.704761,0.567760,-3.487447,,,,9.0e-05,11.4
818,1.702964,0.567541,-3.485303,,,,8.9e-05,11.2
819,1.703024,0.569235,-3.486688,,,,8.8e-05,11.4
820,1.704662,0.568393,-3.485148,1.634117,100.0000,78.2434,8.7e-05,11.4
821,1.703282,0.569012,-3.485988,,,,8.6e-05,11.2
822,1.702479,0.569361,-3.484970,,,,8.5e-05,11.4
823,1.703336,0.569269,-3.486208,,,,8.5e-05,11.2
824,1.701620,0.569360,-3.487401,,,,8.4e-05,11.4
825,1.701651,0.569699,-3.486226,,,,8.3e-05,11.2
826,1.704277,0.568404,-3.486306,,,,8.2e-05,11.2
827,1.703634,0.569030,-3.487568,,,,8.1e-05,11.4
828,1.702345,0.568448,-3.485821,,,,8.1e-05,11.2
829,1.702156,0.569255,-3.486173,,,,8.0e-05,11.4
830,1.702711,0.568212,-3.486431,1.667624,100.0000,78.4630,7.9e-05,11.4
831,1.703717,0.569540,-3.485667,,,,7.8e-05,11.2
832,1.702648,0.570031,-3.486565,,,,7.7e-05,11.4
833,1.702629,0.568050,-3.486390,,,,7.7e-05,11.2
834,1.700630,0.568513,-3.486445,,,,7.6e-05,11.4
835,1.700414,0.568648,-3.486425,,,,7.5e-05,11.2
836,1.700411,0.568089,-3.486386,,,,7.4e-05,11.2
837,1.699938,0.569822,-3.486571,,,,7.3e-05,11.4
838,1.698875,0.568162,-3.485739,,,,7.3e-05,11.2
839,1.701048,0.568585,-3.486280,,,,7.2e-05,11.4
840,1.699951,0.568555,-3.486921,1.616787,100.0000,80.6884,7.1e-05,11.4
841,1.699646,0.568273,-3.486971,,,,7.0e-05,11.4
842,1.700788,0.569373,-3.487065,,,,7.0e-05,11.2
843,1.699592,0.569441,-3.487092,,,,6.9e-05,11.2
844,1.700582,0.569236,-3.486401,,,,6.8e-05,11.4
845,1.698909,0.569368,-3.487882,,,,6.8e-05,11.2
846,1.700707,0.569286,-3.486476,,,,6.7e-05,11.4
847,1.698058,0.569396,-3.486781,,,,6.6e-05,11.2
848,1.697887,0.569431,-3.486734,,,,6.5e-05,11.2
849,1.698272,0.568546,-3.486538,,,,6.5e-05,11.4
850,1.700698,0.569546,-3.486806,1.636653,100.0000,78.0556,6.4e-05,11.4
851,1.698792,0.569615,-3.487976,,,,6.3e-05,11.4
852,1.699488,0.568608,-3.486773,,,,6.3e-05,11.2
853,1.698779,0.568789,-3.488559,,,,6.2e-05,11.2
854,1.697598,0.569210,-3.489051,,,,6.1e-05,11.4
855,1.696907,0.568930,-3.488428,,,,6.0e-05,11.2
856,1.697748,0.568727,-3.488143,,,,6.0e-05,11.5
857,1.697524,0.568827,-3.488043,,,,5.9e-05,11.2
858,1.697621,0.569122,-3.487918,,,,5.8e-05,11.3
859,1.697499,0.569510,-3.487183,,,,5.8e-05,11.5
860,1.697689,0.568243,-3.488063,1.630969,100.0000,79.4858,5.7e-05,11.4
861,1.697485,0.569367,-3.487306,,,,5.6e-05,11.5
862,1.696607,0.569620,-3.487034,,,,5.6e-05,11.2
863,1.698226,0.571198,-3.486336,,,,5.5e-05,11.4
864,1.697671,0.569171,-3.485740,,,,5.4e-05,11.2
865,1.695975,0.568925,-3.484771,,,,5.4e-05,11.2
866,1.698737,0.568958,-3.485422,,,,5.3e-05,11.4
867,1.696633,0.569063,-3.486588,,,,5.3e-05,11.2
868,1.697134,0.569565,-3.486588,,,,5.2e-05,11.4
869,1.695795,0.568520,-3.486746,,,,5.1e-05,11.2
870,1.695159,0.568775,-3.487741,1.614222,100.0000,75.5143,5.1e-05,11.4
871,1.695658,0.569182,-3.486991,,,,5.0e-05,11.4
872,1.695870,0.568261,-3.486553,,,,4.9e-05,11.2
873,1.694830,0.568979,-3.485593,,,,4.9e-05,11.4
874,1.695812,0.568020,-3.487011,,,,4.8e-05,11.2
875,1.695830,0.568018,-3.487046,,,,4.8e-05,11.2
876,1.694545,0.570087,-3.487589,,,,4.7e-05,11.5
877,1.694102,0.569551,-3.486353,,,,4.6e-05,11.2
878,1.694404,0.568589,-3.486809,,,,4.6e-05,11.4
879,1.693420,0.569384,-3.487812,,,,4.5e-05,11.2
880,1.694933,0.567974,-3.485970,1.606814,100.0000,77.7126,4.5e-05,11.6
881,1.695343,0.569459,-3.486800,,,,4.4e-05,11.3
882,1.695252,0.568318,-3.486802,,,,4.4e-05,11.2
883,1.694387,0.567805,-3.487736,,,,4.3e-05,11.4
884,1.695858,0.568771,-3.485794,,,,4.3e-05,11.2
885,1.695487,0.568925,-3.485918,,,,4.2e-05,11.4
886,1.694132,0.569276,-3.486843,,,,4.1e-05,11.2
887,1.692618,0.569152,-3.487483,,,,4.1e-05,11.2
888,1.693776,0.568934,-3.487692,,,,4.0e-05,11.3
889,1.693535,0.569770,-3.488321,,,,4.0e-05,11.2
890,1.693402,0.569202,-3.487102,1.604322,100.0000,77.3763,3.9e-05,11.6
891,1.695018,0.569239,-3.487838,,,,3.9e-05,11.2
892,1.693958,0.567973,-3.487492,,,,3.8e-05,11.4
893,1.695497,0.569173,-3.486686,,,,3.8e-05,11.2
894,1.693245,0.570145,-3.487327,,,,3.7e-05,11.2
895,1.693659,0.569528,-3.487683,,,,3.7e-05,11.4
896,1.693302,0.569264,-3.487363,,,,3.6e-05,11.2
897,1.694712,0.569726,-3.487489,,,,3.6e-05,11.2
898,1.692253,0.569824,-3.488087,,,,3.5e-05,11.4
899,1.693875,0.568814,-3.487466,,,,3.5e-05,11.2
900,1.693317,0.569489,-3.488811,1.601637,100.0000,78.1672,3.4e-05,11.6
901,1.693609,0.570195,-3.489619,,,,3.4e-05,11.2
902,1.693012,0.571003,-3.489953,,,,3.3e-05,11.4
903,1.693599,0.569835,-3.489973,,,,3.3e-05,11.2
904,1.692592,0.569222,-3.489842,,,,3.2e-05,11.2
905,1.693864,0.568569,-3.489584,,,,3.2e-05,11.3
906,1.692924,0.570052,-3.489431,,,,3.1e-05,11.2
907,1.693368,0.569752,-3.489974,,,,3.1e-05,11.4
908,1.693649,0.570930,-3.489332,,,,3.1e-05,11.2
909,1.693267,0.570478,-3.489735,,,,3.0e-05,11.2
910,1.691875,0.570557,-3.489532,1.599953,100.0000,79.6952,3.0e-05,11.6
911,1.693226,0.569897,-3.489831,,,,2.9e-05,11.2
912,1.692590,0.569909,-3.489049,,,,2.9e-05,11.5
913,1.692583,0.570105,-3.489356,,,,2.8e-05,11.2
914,1.693672,0.570032,-3.488594,,,,2.8e-05,11.2
915,1.692131,0.569727,-3.488700,,,,2.8e-05,11.5
916,1.693861,0.570284,-3.489186,,,,2.7e-05,11.2
917,1.692736,0.570874,-3.489223,,,,2.7e-05,11.4
918,1.693202,0.571163,-3.489333,,,,2.6e-05,11.2
919,1.691582,0.570212,-3.488362,,,,2.6e-05,11.2
920,1.692315,0.569707,-3.488306,1.595000,100.0000,78.8863,2.6e-05,11.6
921,1.692002,0.570511,-3.489106,,,,2.5e-05,11.2
922,1.691519,0.570852,-3.488641,,,,2.5e-05,11.4
923,1.690992,0.570090,-3.488862,,,,2.4e-05,11.3
924,1.693282,0.571014,-3.489375,,,,2.4e-05,11.5
925,1.692081,0.570274,-3.488587,,,,2.4e-05,11.2
926,1.692226,0.570525,-3.489987,,,,2.3e-05,11.3
927,1.691854,0.571042,-3.488796,,,,2.3e-05,11.4
928,1.691156,0.569322,-3.489026,,,,2.3e-05,11.2
929,1.690815,0.570416,-3.489429,,,,2.2e-05,11.4
930,1.690702,0.569927,-3.488525,1.601073,100.0000,78.7897,2.2e-05,11.4
931,1.692170,0.570627,-3.489661,,,,2.2e-05,11.2
932,1.690534,0.571352,-3.489900,,,,2.1e-05,11.4
933,1.690425,0.570868,-3.490188,,,,2.1e-05,11.2
934,1.690476,0.570441,-3.488673,,,,2.1e-05,11.4
935,1.691185,0.570953,-3.488664,,,,2.0e-05,11.2
936,1.691084,0.571075,-3.489474,,,,2.0e-05,11.5
937,1.690450,0.570216,-3.489400,,,,2.0e-05,11.2
938,1.690460,0.570425,-3.488618,,,,1.9e-05,11.2
939,1.689366,0.569859,-3.489378,,,,1.9e-05,11.4
940,1.691870,0.569735,-3.488632,1.597889,100.0000,78.0729,1.9e-05,11.4
941,1.688731,0.569013,-3.489416,,,,1.8e-05,11.4
942,1.689887,0.569486,-3.489247,,,,1.8e-05,11.2
943,1.690087,0.569815,-3.488872,,,,1.8e-05,11.2
944,1.689676,0.570632,-3.488862,,,,1.8e-05,11.3
945,1.690129,0.570067,-3.488968,,,,1.7e-05,11.1
946,1.690835,0.569627,-3.489406,,,,1.7e-05,11.3
947,1.690464,0.569433,-3.488767,,,,1.7e-05,11.2
948,1.690147,0.569896,-3.488088,,,,1.7e-05,11.2
949,1.689079,0.569583,-3.488737,,,,1.6e-05,11.5
950,1.689468,0.569997,-3.489327,1.603491,100.0000,78.6586,1.6e-05,11.4
951,1.690790,0.569695,-3.488416,,,,1.6e-05,11.5
952,1.688882,0.569557,-3.489540,,,,1.6e-05,11.2
953,1.688965,0.570127,-3.488838,,,,1.5e-05,11.2
954,1.688306,0.570056,-3.489339,,,,1.5e-05,11.4
955,1.689175,0.569604,-3.490047,,,,1.5e-05,11.2
956,1.689424,0.569148,-3.488198,,,,1.5e-05,11.4
957,1.689113,0.569814,-3.489464,,,,1.5e-05,11.2
958,1.690172,0.568949,-3.489747,,,,1.4e-05,11.6
959,1.688513,0.568795,-3.489627,,,,1.4e-05,11.4
960,1.688718,0.569348,-3.490033,1.602040,100.0000,78.2971,1.4e-05,11.4
961,1.688730,0.569574,-3.489570,,,,1.4e-05,11.4
962,1.689374,0.569258,-3.488672,,,,1.4e-05,11.2
963,1.690033,0.569643,-3.488616,,,,1.3e-05,11.4
964,1.689776,0.569609,-3.489489,,,,1.3e-05,11.2
965,1.687796,0.569623,-3.489122,,,,1.3e-05,11.2
966,1.689879,0.569258,-3.488284,,,,1.3e-05,11.4
967,1.688677,0.570203,-3.488887,,,,1.3e-05,11.2
968,1.688361,0.569810,-3.489550,,,,1.2e-05,11.4
969,1.687786,0.569527,-3.489595,,,,1.2e-05,11.2
970,1.688799,0.569905,-3.489465,1.599418,100.0000,77.8472,1.2e-05,11.4
971,1.688796,0.569848,-3.489451,,,,1.2e-05,11.4
972,1.688530,0.569814,-3.489390,,,,1.2e-05,11.2
973,1.689274,0.569477,-3.489473,,,,1.2e-05,11.4
974,1.689281,0.570246,-3.489249,,,,1.2e-05,11.2
975,1.687833,0.569809,-3.488911,,,,1.2e-05,11.4
976,1.688110,0.569065,-3.488938,,,,1.1e-05,11.2
977,1.689919,0.569998,-3.489625,,,,1.1e-05,11.2
978,1.690135,0.570021,-3.488966,,,,1.1e-05,11.4
979,1.689218,0.570155,-3.489593,,,,1.1e-05,11.2
980,1.688022,0.569453,-3.489113,1.602129,100.0000,78.2359,1.1e-05,11.6
981,1.688150,0.569856,-3.488388,,,,1.1e-05,11.2
982,1.687620,0.569357,-3.488967,,,,1.1e-05,11.2
983,1.687590,0.569656,-3.489258,,,,1.1e-05,11.4
984,1.688045,0.569541,-3.489445,,,,1.1e-05,11.2
985,1.688497,0.569749,-3.489496,,,,1.1e-05,11.5
986,1.687956,0.569602,-3.488742,,,,1.0e-05,11.2
987,1.688261,0.569016,-3.488389,,,,1.0e-05,11.4
988,1.686920,0.569083,-3.488243,,,,1.0e-05,11.2
989,1.688948,0.569567,-3.488626,,,,1.0e-05,11.2
990,1.688240,0.569775,-3.489023,1.601768,100.0000,76.6932,1.0e-05,11.6
991,1.688081,0.569471,-3.489472,,,,1.0e-05,11.2
992,1.689178,0.569103,-3.488855,,,,1.0e-05,11.4
993,1.687582,0.568397,-3.488263,,,,1.0e-05,11.2
994,1.689038,0.569531,-3.489153,,,,1.0e-05,11.2
995,1.688338,0.569122,-3.489522,,,,1.0e-05,11.4
996,1.689213,0.568699,-3.489387,,,,1.0e-05,11.2
997,1.688359,0.569231,-3.489762,,,,1.0e-05,11.4
998,1.688211,0.568871,-3.489162,,,,1.0e-05,11.3
999,1.687280,0.568536,-3.490137,,,,1.0e-05,11.2
1000,1.687101,0.567907,-3.489056,1.613207,100.0000,76.8706,1.0e-05,11.6
