epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
153,2.206191,2.172903,0.3851,0.8683,0.8781,0.8732,0.3329,2.306834,2.279325,0.3548,0.6061,0.8718,0.7151,0.2751,0.1006,3.6e-04,101.4
154,2.204039,2.170667,0.3857,0.8697,0.8774,0.8735,0.3337,2.314403,2.286952,0.3541,0.7054,0.8172,0.7572,0.2745,0.1104,3.5e-04,101.9
155,2.194877,2.161359,0.3879,0.8726,0.8783,0.8754,0.3352,2.318146,2.290261,0.3534,0.6368,0.8603,0.7319,0.2789,0.1233,3.4e-04,101.4
156,2.201137,2.167874,0.3873,0.8688,0.8821,0.8754,0.3326,2.317330,2.289967,0.3521,0.6421,0.8529,0.7327,0.2736,0.1162,3.3e-04,101.9
157,2.193961,2.160537,0.3886,0.8761,0.8785,0.8773,0.3342,2.312933,2.285363,0.3542,0.5872,0.8782,0.7038,0.2757,0.1190,3.2e-04,101.5
158,2.195101,2.161704,0.3858,0.8776,0.8724,0.8750,0.3340,2.312580,2.285128,0.3553,0.6380,0.8540,0.7304,0.2745,0.1175,3.1e-04,102.0
159,2.189765,2.156469,0.3900,0.8820,0.8784,0.8802,0.3330,2.303805,2.276437,0.3561,0.6547,0.8466,0.7383,0.2737,0.1140,3.0e-04,101.5
160,2.196735,2.163450,0.3891,0.8704,0.8775,0.8739,0.3329,2.301846,2.274222,0.3569,0.6216,0.8684,0.7245,0.2762,0.1051,2.9e-04,101.9
161,2.194465,2.161309,0.3892,0.8782,0.8820,0.8801,0.3316,2.308815,2.280749,0.3557,0.6101,0.8661,0.7159,0.2807,0.1144,2.8e-04,101.4
162,2.190466,2.157337,0.3898,0.8815,0.8791,0.8803,0.3313,2.314522,2.287126,0.3552,0.5929,0.8764,0.7073,0.2740,0.1241,2.7e-04,101.9
163,2.190020,2.156834,0.3903,0.8821,0.8772,0.8796,0.3319,2.307219,2.279096,0.3568,0.6159,0.8661,0.7198,0.2812,0.1172,2.6e-04,101.4
164,2.190783,2.157717,0.3889,0.8813,0.8764,0.8788,0.3307,2.306350,2.278991,0.3558,0.6223,0.8672,0.7246,0.2736,0.1156,2.6e-04,101.9
165,2.184595,2.151560,0.3915,0.8799,0.8769,0.8784,0.3304,2.304576,2.277073,0.3562,0.6050,0.8724,0.7145,0.2750,0.1200,2.5e-04,101.5
166,2.179107,2.146037,0.3913,0.8855,0.8775,0.8815,0.3307,2.299757,2.272399,0.3567,0.6065,0.8707,0.7150,0.2736,0.1206,2.4e-04,101.9
167,2.188936,2.155899,0.3904,0.8787,0.8800,0.8793,0.3304,2.297835,2.270607,0.3577,0.6408,0.8529,0.7318,0.2723,0.1089,2.3e-04,101.5
168,2.175306,2.142408,0.3937,0.8759,0.8869,0.8814,0.3290,2.301376,2.273993,0.3570,0.6611,0.8477,0.7429,0.2738,0.1261,2.2e-04,101.9
169,2.182277,2.149232,0.3911,0.8813,0.8814,0.8814,0.3305,2.298539,2.270509,0.3564,0.6115,0.8684,0.7176,0.2803,0.1163,2.2e-04,101.4
170,2.183844,2.150798,0.3923,0.8743,0.8824,0.8783,0.3305,2.296258,2.268901,0.3580,0.6439,0.8523,0.7336,0.2736,0.1124,2.1e-04,101.9
171,2.184416,2.151463,0.3912,0.8824,0.8802,0.8813,0.3295,2.293789,2.266590,0.3578,0.6334,0.8569,0.7284,0.2720,0.1094,2.0e-04,101.9
172,2.180105,2.147127,0.3931,0.8777,0.8847,0.8812,0.3298,2.296037,2.268541,0.3586,0.6744,0.8368,0.7469,0.2750,0.1159,2.0e-04,101.3
173,2.173091,2.140050,0.3939,0.8761,0.8795,0.8778,0.3304,2.293027,2.265744,0.3582,0.6393,0.8598,0.7333,0.2728,0.1199,1.9e-04,102.0
174,2.178382,2.145267,0.3915,0.8777,0.8774,0.8776,0.3311,2.292157,2.264547,0.3576,0.6390,0.8494,0.7293,0.2761,0.1138,1.8e-04,101.4
175,2.180981,2.148013,0.3917,0.8816,0.8779,0.8798,0.3297,2.292726,2.265402,0.3593,0.6440,0.8557,0.7349,0.2732,0.1117,1.8e-04,102.0
176,2.168213,2.135269,0.3947,0.8798,0.8839,0.8819,0.3294,2.297070,2.269544,0.3586,0.6499,0.8534,0.7379,0.2753,0.1289,1.7e-04,101.4
177,2.168153,2.135226,0.3953,0.8849,0.8825,0.8837,0.3293,2.292794,2.265389,0.3579,0.6432,0.8569,0.7348,0.2740,0.1246,1.6e-04,101.9
178,2.167261,2.134305,0.3960,0.8830,0.8815,0.8822,0.3296,2.288445,2.261584,0.3583,0.6379,0.8546,0.7305,0.2686,0.1212,1.6e-04,101.4
179,2.174250,2.141449,0.3947,0.8795,0.8819,0.8807,0.3280,2.290954,2.263345,0.3592,0.6197,0.8690,0.7234,0.2761,0.1167,1.5e-04,102.0
180,2.170307,2.137504,0.3955,0.8809,0.8859,0.8834,0.3280,2.291416,2.264385,0.3589,0.6290,0.8632,0.7277,0.2703,0.1211,1.5e-04,101.5
181,2.174958,2.142162,0.3938,0.8842,0.8866,0.8854,0.3280,2.291065,2.263601,0.3588,0.6031,0.8707,0.7126,0.2746,0.1161,1.4e-04,102.3
182,2.176282,2.143542,0.3936,0.8807,0.8838,0.8822,0.3274,2.292716,2.265714,0.3599,0.6365,0.8534,0.7292,0.2700,0.1164,1.4e-04,101.4
183,2.170103,2.137390,0.3960,0.8838,0.8794,0.8816,0.3271,2.294263,2.267002,0.3596,0.6182,0.8684,0.7223,0.2726,0.1242,1.4e-04,102.0
184,2.167450,2.134787,0.3969,0.8799,0.8797,0.8798,0.3266,2.292982,2.265769,0.3594,0.6327,0.8575,0.7282,0.2721,0.1255,1.3e-04,101.4
185,2.176083,2.143354,0.3930,0.8868,0.8736,0.8802,0.3273,2.286484,2.259558,0.3600,0.6204,0.8690,0.7240,0.2693,0.1104,1.3e-04,102.0
186,2.172085,2.139379,0.3940,0.8890,0.8861,0.8875,0.3271,2.284801,2.257899,0.3597,0.6470,0.8552,0.7366,0.2690,0.1127,1.2e-04,101.4
187,2.162247,2.129583,0.3983,0.8871,0.8810,0.8840,0.3266,2.287810,2.260725,0.3590,0.6375,0.8552,0.7305,0.2709,0.1256,1.2e-04,102.0
188,2.156998,2.124365,0.3984,0.8851,0.8868,0.8859,0.3263,2.289155,2.261677,0.3593,0.6480,0.8569,0.7379,0.2748,0.1322,1.2e-04,101.4
189,2.164990,2.132415,0.3959,0.8843,0.8788,0.8815,0.3257,2.284852,2.257781,0.3602,0.6289,0.8649,0.7283,0.2707,0.1199,1.1e-04,102.3
190,2.159420,2.126876,0.4002,0.8832,0.8860,0.8846,0.3254,2.284940,2.257766,0.3609,0.6691,0.8414,0.7454,0.2717,0.1255,1.1e-04,101.5
191,2.161717,2.129162,0.3976,0.8866,0.8851,0.8858,0.3256,2.283080,2.256053,0.3606,0.6460,0.8483,0.7334,0.2703,0.1214,1.1e-04,102.1
192,2.164883,2.132323,0.3969,0.8858,0.8848,0.8853,0.3256,2.283706,2.257102,0.3607,0.6114,0.8672,0.7172,0.2660,0.1188,1.1e-04,101.5
193,2.164416,2.131906,0.3984,0.8845,0.8865,0.8855,0.3251,2.288089,2.260444,0.3595,0.6226,0.8609,0.7226,0.2764,0.1237,1.1e-04,102.0
194,2.156280,2.123798,0.3992,0.8863,0.8827,0.8845,0.3248,2.284758,2.257777,0.3606,0.6858,0.8328,0.7521,0.2698,0.1285,1.0e-04,102.0
195,2.165189,2.132719,0.3964,0.8812,0.8805,0.8808,0.3247,2.285819,2.258469,0.3605,0.6213,0.8667,0.7238,0.2735,0.1206,1.0e-04,101.5
196,2.166898,2.134446,0.3973,0.8872,0.8844,0.8858,0.3245,2.288108,2.260895,0.3605,0.6249,0.8655,0.7258,0.2721,0.1212,1.0e-04,102.0
197,2.154472,2.121979,0.3991,0.8866,0.8852,0.8859,0.3249,2.282408,2.255374,0.3606,0.6101,0.8695,0.7171,0.2703,0.1279,1.0e-04,101.6
198,2.160796,2.128294,0.3971,0.8835,0.8843,0.8839,0.3250,2.283606,2.256653,0.3606,0.6278,0.8598,0.7257,0.2695,0.1228,1.0e-04,102.0
199,2.158180,2.125648,0.3997,0.8885,0.8856,0.8870,0.3253,2.285566,2.258451,0.3613,0.5674,0.8874,0.6922,0.2712,0.1274,1.0e-04,101.5
200,2.159291,2.126772,0.3984,0.8853,0.8852,0.8852,0.3252,2.286671,2.259443,0.3610,0.6506,0.8477,0.7362,0.2723,0.1274,1.0e-04,102.1
