epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
114,2.281758,2.247706,0.3644,0.8399,0.8593,0.8495,0.3405,2.367858,2.339765,0.3421,0.6095,0.8557,0.7119,0.2809,0.0861,8.7e-04,101.9
115,2.280826,2.247065,0.3659,0.8440,0.8667,0.8552,0.3376,2.377066,2.348727,0.3409,0.6032,0.8563,0.7078,0.2834,0.0962,8.6e-04,101.3
116,2.270027,2.236063,0.3678,0.8488,0.8630,0.8558,0.3396,2.370642,2.343540,0.3395,0.6473,0.8322,0.7282,0.2710,0.1006,8.5e-04,101.7
117,2.271514,2.237582,0.3677,0.8447,0.8628,0.8536,0.3393,2.367858,2.339609,0.3442,0.6204,0.8557,0.7193,0.2825,0.0963,8.3e-04,101.3
118,2.272328,2.238282,0.3684,0.8465,0.8656,0.8559,0.3405,2.352993,2.325149,0.3453,0.6061,0.8701,0.7145,0.2784,0.0807,8.2e-04,101.6
119,2.272196,2.238386,0.3692,0.8308,0.8772,0.8534,0.3381,2.368843,2.340756,0.3412,0.6209,0.8546,0.7192,0.2809,0.0966,8.0e-04,104.7
120,2.274649,2.240789,0.3681,0.8543,0.8672,0.8607,0.3386,2.357311,2.329751,0.3445,0.6151,0.8569,0.7161,0.2756,0.0827,7.9e-04,102.0
121,2.263146,2.229144,0.3707,0.8626,0.8677,0.8651,0.3400,2.360308,2.331282,0.3438,0.6776,0.8069,0.7366,0.2903,0.0972,7.7e-04,101.5
122,2.265365,2.231566,0.3707,0.8540,0.8722,0.8630,0.3380,2.357941,2.329227,0.3456,0.6384,0.8351,0.7236,0.2871,0.0926,7.6e-04,102.0
123,2.260557,2.226690,0.3711,0.8602,0.8666,0.8634,0.3387,2.344359,2.316246,0.3473,0.5887,0.8661,0.7009,0.2811,0.0838,7.4e-04,102.1
124,2.261125,2.227277,0.3709,0.8632,0.8683,0.8658,0.3385,2.345344,2.316543,0.3463,0.6547,0.8391,0.7355,0.2880,0.0842,7.3e-04,101.5
125,2.260597,2.227040,0.3712,0.8515,0.8695,0.8604,0.3356,2.357670,2.330056,0.3446,0.6147,0.8563,0.7157,0.2761,0.0971,7.1e-04,102.0
126,2.252408,2.218840,0.3721,0.8575,0.8635,0.8605,0.3357,2.348719,2.320582,0.3461,0.6289,0.8443,0.7208,0.2814,0.0963,7.0e-04,101.4
127,2.260529,2.226661,0.3721,0.8618,0.8726,0.8672,0.3387,2.344985,2.317514,0.3474,0.5312,0.8966,0.6671,0.2747,0.0845,6.8e-04,102.0
128,2.255307,2.221485,0.3728,0.8526,0.8739,0.8631,0.3382,2.350358,2.322954,0.3466,0.6009,0.8678,0.7101,0.2740,0.0951,6.7e-04,101.4
129,2.256496,2.222853,0.3721,0.8629,0.8690,0.8659,0.3364,2.342492,2.313653,0.3477,0.6493,0.8310,0.7290,0.2884,0.0860,6.6e-04,102.0
130,2.251397,2.217493,0.3750,0.8516,0.8726,0.8620,0.3390,2.355232,2.326758,0.3456,0.6150,0.8575,0.7163,0.2847,0.1038,6.4e-04,101.5
131,2.244974,2.211316,0.3759,0.8503,0.8827,0.8662,0.3366,2.361555,2.332321,0.3446,0.5972,0.8667,0.7072,0.2923,0.1166,6.3e-04,102.1
132,2.245533,2.211637,0.3754,0.8561,0.8714,0.8637,0.3390,2.351522,2.323753,0.3453,0.5600,0.8874,0.6867,0.2777,0.1060,6.2e-04,101.4
133,2.239303,2.205323,0.3771,0.8484,0.8771,0.8625,0.3398,2.336413,2.308242,0.3480,0.6720,0.8149,0.7366,0.2817,0.0971,6.0e-04,102.0
134,2.235261,2.201387,0.3781,0.8639,0.8735,0.8686,0.3387,2.347221,2.318392,0.3461,0.5917,0.8736,0.7055,0.2883,0.1120,5.9e-04,101.4
