epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
154,2.708270,2.364125,0.3143,0.8859,0.8539,0.8696,0.3441,2.731377,2.388399,0.3171,0.6940,0.8620,0.7689,0.3430,0.0231,9.6e-04,172.7
155,2.707405,2.362941,0.3145,0.8871,0.8583,0.8725,0.3445,2.733595,2.390396,0.3174,0.6674,0.8839,0.7605,0.3432,0.0262,9.4e-04,173.6
156,2.704128,2.359860,0.3151,0.8873,0.8603,0.8736,0.3443,2.733014,2.394447,0.3170,0.6755,0.8805,0.7645,0.3386,0.0289,9.2e-04,172.8
157,2.678322,2.357519,0.3156,0.8876,0.8590,0.8731,0.3208,2.702240,2.388030,0.3179,0.6580,0.8815,0.7535,0.3142,0.0239,9.0e-04,172.7
158,2.671224,2.357043,0.3158,0.8858,0.8585,0.8719,0.3142,2.698452,2.387403,0.3181,0.6554,0.8795,0.7511,0.3110,0.0272,8.9e-04,172.7
160,2.647546,2.342120,0.3188,0.8880,0.8666,0.8772,0.3054,2.688136,2.382352,0.3196,0.6753,0.8824,0.7651,0.3058,0.0406,6.1e-05,961.0
161,2.639477,2.334687,0.3205,0.8861,0.8623,0.8741,0.3048,2.690105,2.381473,0.3199,0.6709,0.8859,0.7635,0.3086,0.0506,8.1e-05,176.9
162,2.634502,2.329766,0.3211,0.8910,0.8642,0.8774,0.3047,2.688973,2.381209,0.3205,0.6715,0.8854,0.7637,0.3078,0.0545,1.0e-04,174.2
163,2.631530,2.326723,0.3220,0.8924,0.8698,0.8810,0.3048,2.685549,2.377706,0.3209,0.6796,0.8776,0.7660,0.3078,0.0540,1.2e-04,174.3
164,2.632061,2.326869,0.3219,0.8925,0.8704,0.8813,0.3052,2.686831,2.378531,0.3210,0.6854,0.8800,0.7706,0.3083,0.0548,1.4e-04,174.2
165,2.629575,2.324323,0.3225,0.8919,0.8666,0.8791,0.3053,2.688212,2.379573,0.3208,0.6766,0.8829,0.7661,0.3086,0.0586,1.6e-04,174.2
166,2.629721,2.323924,0.3224,0.8943,0.8690,0.8814,0.3058,2.688628,2.379742,0.3209,0.6820,0.8766,0.7671,0.3089,0.0589,1.8e-04,175.4
167,2.627675,2.321975,0.3230,0.8940,0.8693,0.8815,0.3057,2.696754,2.384082,0.3204,0.6762,0.8844,0.7664,0.3127,0.0691,1.9e-04,174.2
168,2.627634,2.321718,0.3229,0.8948,0.8686,0.8815,0.3059,2.683835,2.376901,0.3215,0.6657,0.8849,0.7598,0.3069,0.0562,2.1e-04,174.2
169,2.626202,2.320555,0.3232,0.8959,0.8671,0.8813,0.3056,2.689071,2.380414,0.3211,0.6860,0.8751,0.7691,0.3087,0.0629,2.3e-04,174.4
170,2.626444,2.321040,0.3231,0.8930,0.8678,0.8802,0.3054,2.688153,2.378594,0.3213,0.6745,0.8824,0.7646,0.3096,0.0617,2.4e-04,175.4
171,2.625783,2.320726,0.3231,0.8936,0.8705,0.8819,0.3051,2.686626,2.377778,0.3215,0.6879,0.8761,0.7707,0.3088,0.0608,2.6e-04,174.2
172,2.626499,2.321492,0.3229,0.8932,0.8728,0.8829,0.3050,2.685922,2.377605,0.3211,0.6806,0.8805,0.7678,0.3083,0.0594,2.8e-04,174.3
173,2.625240,2.318993,0.3234,0.8924,0.8686,0.8803,0.3062,2.688829,2.379546,0.3211,0.6665,0.8824,0.7594,0.3093,0.0636,2.9e-04,174.6
174,2.625309,2.319223,0.3236,0.8915,0.8694,0.8803,0.3061,2.696410,2.386940,0.3206,0.6985,0.8737,0.7763,0.3095,0.0711,3.1e-04,174.2
175,2.625964,2.319426,0.3233,0.8939,0.8693,0.8814,0.3065,2.691183,2.382108,0.3207,0.6919,0.8688,0.7703,0.3091,0.0652,3.2e-04,175.6
176,2.624997,2.318007,0.3237,0.8951,0.8679,0.8813,0.3070,2.693971,2.383046,0.3204,0.6812,0.8785,0.7674,0.3109,0.0690,3.3e-04,174.2
177,2.624505,2.317603,0.3237,0.8950,0.8666,0.8806,0.3069,2.687694,2.378698,0.3211,0.6536,0.8917,0.7543,0.3090,0.0632,3.5e-04,175.0
178,2.627010,2.319055,0.3234,0.8965,0.8702,0.8832,0.3080,2.693900,2.381961,0.3206,0.6640,0.8888,0.7601,0.3119,0.0669,3.6e-04,174.8
179,2.625559,2.318590,0.3235,0.8980,0.8697,0.8836,0.3070,2.692279,2.381022,0.3208,0.7090,0.8688,0.7808,0.3113,0.0667,3.7e-04,175.5
180,2.622736,2.316214,0.3239,0.8953,0.8678,0.8813,0.3065,2.695612,2.381960,0.3209,0.6623,0.8946,0.7612,0.3137,0.0729,3.8e-04,174.9
181,2.625840,2.318648,0.3236,0.8945,0.8709,0.8826,0.3072,2.695828,2.384218,0.3207,0.6674,0.8868,0.7616,0.3116,0.0700,3.9e-04,175.0
182,2.622553,2.317116,0.3239,0.8965,0.8701,0.8831,0.3054,2.695370,2.382744,0.3204,0.6911,0.8820,0.7750,0.3126,0.0728,4.0e-04,175.0
183,2.622477,2.317670,0.3236,0.8955,0.8662,0.8806,0.3048,2.694507,2.385961,0.3201,0.6946,0.8732,0.7737,0.3085,0.0720,4.1e-04,175.0
184,2.624939,2.319431,0.3234,0.8969,0.8716,0.8841,0.3055,2.693307,2.382284,0.3202,0.6665,0.8776,0.7576,0.3110,0.0684,4.2e-04,176.3
185,2.623001,2.318536,0.3234,0.8998,0.8686,0.8839,0.3045,2.694357,2.382291,0.3208,0.6740,0.8776,0.7624,0.3121,0.0714,4.3e-04,174.6
186,2.621925,2.317653,0.3237,0.8967,0.8715,0.8839,0.3043,2.706474,2.388418,0.3199,0.6900,0.8698,0.7695,0.3181,0.0845,4.4e-04,175.0
187,2.621144,2.316770,0.3237,0.8930,0.8669,0.8797,0.3044,2.702735,2.389192,0.3200,0.6957,0.8732,0.7744,0.3135,0.0816,4.5e-04,175.3
188,2.621536,2.317176,0.3236,0.8934,0.8661,0.8795,0.3044,2.691796,2.384669,0.3208,0.6814,0.8824,0.7690,0.3071,0.0703,4.5e-04,176.5
189,2.621679,2.318053,0.3236,0.8944,0.8674,0.8807,0.3036,2.694326,2.383843,0.3208,0.6681,0.8898,0.7632,0.3105,0.0726,4.6e-04,175.3
190,2.621137,2.317611,0.3236,0.8920,0.8661,0.8788,0.3035,2.697129,2.388666,0.3203,0.6608,0.8859,0.7570,0.3085,0.0760,4.7e-04,175.2
191,2.620944,2.317378,0.3236,0.8946,0.8681,0.8812,0.3036,2.697642,2.387048,0.3200,0.6792,0.8810,0.7670,0.3106,0.0767,4.7e-04,175.3
192,2.621859,2.316655,0.3238,0.8940,0.8705,0.8821,0.3052,2.699112,2.391872,0.3194,0.7023,0.8644,0.7750,0.3072,0.0773,4.8e-04,175.3
193,2.621318,2.317475,0.3237,0.8967,0.8674,0.8818,0.3038,2.695183,2.387948,0.3204,0.6904,0.8702,0.7700,0.3072,0.0739,4.8e-04,176.6
194,2.620844,2.316967,0.3238,0.8957,0.8700,0.8827,0.3039,2.699159,2.389249,0.3198,0.6880,0.8756,0.7706,0.3099,0.0783,4.9e-04,174.2
195,2.619896,2.316118,0.3239,0.8954,0.8663,0.8806,0.3038,2.698438,2.385612,0.3203,0.7018,0.8795,0.7807,0.3128,0.0785,4.9e-04,175.0
196,2.619666,2.316407,0.3237,0.8931,0.8645,0.8786,0.3033,2.695818,2.386128,0.3202,0.6816,0.8834,0.7695,0.3097,0.0762,4.9e-04,174.2
197,2.618208,2.316021,0.3239,0.8977,0.8706,0.8840,0.3022,2.685904,2.379454,0.3214,0.6969,0.8780,0.7770,0.3064,0.0677,5.0e-04,176.5
198,2.618510,2.316556,0.3240,0.8958,0.8698,0.8826,0.3020,2.689675,2.381344,0.3213,0.6845,0.8878,0.7730,0.3083,0.0712,5.0e-04,175.3
199,2.615784,2.314154,0.3242,0.8963,0.8694,0.8826,0.3016,2.694776,2.384863,0.3205,0.6762,0.8844,0.7664,0.3099,0.0790,5.0e-04,175.2
200,2.616321,2.314856,0.3241,0.8936,0.8707,0.8820,0.3015,2.694157,2.386758,0.3207,0.6955,0.8834,0.7783,0.3074,0.0778,5.0e-04,174.2
