epoch,train_total,train_loss,train_acc,train_death_prec,train_death_rec,train_death_f1,train_cpc,val_total,val_loss,val_acc,val_death_prec,val_death_rec,val_death_f1,val_cpc,gap,lr,time_s
149,2.757115,2.425458,0.3030,0.8783,0.8397,0.8585,0.3317,2.736466,2.414141,0.3122,0.7159,0.8566,0.7799,0.3223,-0.0206,1.1e-03,173.5
150,2.749430,2.422129,0.3038,0.8807,0.8495,0.8648,0.3273,2.729376,2.409782,0.3128,0.6491,0.8761,0.7457,0.3196,-0.0201,1.0e-03,174.8
151,2.749514,2.421599,0.3039,0.8803,0.8485,0.8641,0.3279,2.741222,2.411826,0.3124,0.6688,0.8688,0.7558,0.3294,-0.0083,1.0e-03,173.0
152,2.750897,2.418745,0.3043,0.8831,0.8450,0.8637,0.3322,2.728641,2.411017,0.3122,0.6554,0.8741,0.7492,0.3176,-0.0223,1.0e-03,173.3
153,2.742635,2.417316,0.3047,0.8832,0.8424,0.8623,0.3253,2.731339,2.410432,0.3126,0.6294,0.8932,0.7385,0.3209,-0.0113,9.8e-04,174.0
154,2.736999,2.414523,0.3052,0.8808,0.8438,0.8619,0.3225,2.724952,2.411863,0.3128,0.6823,0.8654,0.7630,0.3131,-0.0120,9.6e-04,174.0
155,2.735905,2.413005,0.3055,0.8850,0.8465,0.8653,0.3229,2.733541,2.417379,0.3123,0.5998,0.9015,0.7203,0.3162,-0.0024,9.4e-04,175.2
156,2.734314,2.410244,0.3058,0.8845,0.8453,0.8644,0.3241,2.733953,2.411014,0.3126,0.6769,0.8688,0.7609,0.3229,-0.0004,9.2e-04,174.0
157,2.730710,2.407725,0.3063,0.8837,0.8471,0.8650,0.3230,2.725528,2.404595,0.3140,0.6590,0.8776,0.7527,0.3209,-0.0052,9.0e-04,174.0
158,2.734213,2.407979,0.3064,0.8831,0.8446,0.8634,0.3262,2.721686,2.404770,0.3141,0.6347,0.8932,0.7420,0.3169,-0.0125,8.9e-04,174.0
160,2.709148,2.394573,0.3091,0.8807,0.8531,0.8667,0.3146,2.708715,2.399395,0.3157,0.6411,0.8941,0.7468,0.3093,-0.0004,6.1e-05,942.3
161,2.700647,2.387343,0.3106,0.8823,0.8539,0.8679,0.3133,2.706557,2.397498,0.3161,0.6554,0.8868,0.7537,0.3091,0.0059,8.1e-05,179.3
162,2.696798,2.382834,0.3112,0.8862,0.8529,0.8692,0.3140,2.708252,2.396709,0.3169,0.6496,0.8854,0.7494,0.3115,0.0115,1.0e-04,176.1
163,2.696549,2.380243,0.3119,0.8893,0.8559,0.8723,0.3163,2.707854,2.395048,0.3170,0.6593,0.8844,0.7554,0.3128,0.0113,1.2e-04,176.1
164,2.696566,2.380154,0.3118,0.8854,0.8568,0.8709,0.3164,2.707688,2.396434,0.3170,0.6370,0.8961,0.7446,0.3113,0.0111,1.4e-04,176.1
165,2.694079,2.378085,0.3123,0.8856,0.8565,0.8708,0.3160,2.708643,2.396519,0.3166,0.6541,0.8873,0.7531,0.3121,0.0146,1.6e-04,174.9
166,2.693039,2.377181,0.3123,0.8866,0.8548,0.8704,0.3159,2.709632,2.399450,0.3167,0.6388,0.8946,0.7454,0.3102,0.0166,1.8e-04,175.8
167,2.690848,2.375136,0.3130,0.8916,0.8583,0.8746,0.3157,2.715013,2.398645,0.3168,0.6490,0.8883,0.7500,0.3164,0.0242,1.9e-04,174.2
168,2.691535,2.375157,0.3128,0.8896,0.8581,0.8736,0.3164,2.707922,2.394350,0.3171,0.6712,0.8824,0.7625,0.3136,0.0164,2.1e-04,174.2
169,2.690474,2.373968,0.3129,0.8895,0.8564,0.8726,0.3165,2.714032,2.395585,0.3170,0.6565,0.8883,0.7550,0.3184,0.0236,2.3e-04,174.2
170,2.691060,2.375200,0.3128,0.8836,0.8535,0.8683,0.3159,2.712076,2.395137,0.3173,0.6457,0.8917,0.7490,0.3169,0.0210,2.4e-04,175.8
171,2.689590,2.374065,0.3129,0.8889,0.8582,0.8733,0.3155,2.709178,2.397590,0.3170,0.6566,0.8834,0.7533,0.3116,0.0196,2.6e-04,174.3
172,2.691065,2.374889,0.3127,0.8868,0.8581,0.8722,0.3162,2.707666,2.396797,0.3174,0.6177,0.9039,0.7339,0.3109,0.0166,2.8e-04,175.7
173,2.688082,2.372393,0.3133,0.8844,0.8559,0.8699,0.3157,2.709574,2.398422,0.3170,0.6245,0.9054,0.7391,0.3112,0.0215,2.9e-04,176.0
174,2.687909,2.372722,0.3135,0.8888,0.8575,0.8729,0.3152,2.712776,2.400575,0.3167,0.6740,0.8805,0.7635,0.3122,0.0249,3.1e-04,176.0
175,2.689569,2.373243,0.3132,0.8912,0.8558,0.8731,0.3163,2.708231,2.395817,0.3169,0.6523,0.8868,0.7517,0.3124,0.0187,3.2e-04,177.6
176,2.688472,2.371510,0.3135,0.8903,0.8570,0.8733,0.3170,2.717407,2.402241,0.3165,0.6579,0.8883,0.7559,0.3152,0.0289,3.3e-04,176.0
177,2.688878,2.371979,0.3131,0.8855,0.8540,0.8694,0.3169,2.707432,2.398043,0.3168,0.6567,0.8883,0.7551,0.3094,0.0186,3.5e-04,176.1
178,2.689439,2.372351,0.3133,0.8910,0.8612,0.8758,0.3171,2.712365,2.401857,0.3164,0.6249,0.8971,0.7366,0.3105,0.0229,3.6e-04,174.3
179,2.688097,2.371881,0.3134,0.8894,0.8574,0.8731,0.3162,2.708960,2.396512,0.3172,0.6740,0.8795,0.7632,0.3124,0.0209,3.7e-04,176.0
180,2.686065,2.369381,0.3137,0.8912,0.8574,0.8740,0.3167,2.712709,2.402541,0.3162,0.5939,0.9146,0.7202,0.3102,0.0266,3.8e-04,174.3
181,2.688252,2.372052,0.3136,0.8875,0.8549,0.8709,0.3162,2.716928,2.402444,0.3169,0.6017,0.9107,0.7246,0.3145,0.0287,3.9e-04,174.3
182,2.685650,2.370442,0.3137,0.8919,0.8595,0.8754,0.3152,2.713575,2.399723,0.3166,0.6414,0.8893,0.7453,0.3139,0.0279,4.0e-04,174.2
183,2.686060,2.370881,0.3135,0.8935,0.8593,0.8760,0.3152,2.713084,2.402586,0.3163,0.6521,0.8888,0.7523,0.3105,0.0270,4.1e-04,174.3
184,2.688337,2.372063,0.3135,0.8860,0.8562,0.8709,0.3163,2.710234,2.398185,0.3166,0.6782,0.8737,0.7636,0.3120,0.0219,4.2e-04,175.8
185,2.689343,2.371800,0.3135,0.8908,0.8583,0.8743,0.3175,2.712564,2.398527,0.3171,0.6422,0.8888,0.7457,0.3140,0.0232,4.3e-04,174.3
186,2.686955,2.370909,0.3135,0.8892,0.8584,0.8735,0.3160,2.721327,2.403792,0.3160,0.6679,0.8849,0.7612,0.3175,0.0344,4.4e-04,174.3
187,2.685600,2.369756,0.3137,0.8916,0.8544,0.8726,0.3158,2.718307,2.405753,0.3161,0.6335,0.8937,0.7414,0.3126,0.0327,4.5e-04,174.2
188,2.685805,2.370351,0.3136,0.8881,0.8556,0.8716,0.3155,2.715404,2.401292,0.3165,0.6466,0.8941,0.7505,0.3141,0.0296,4.5e-04,175.8
189,2.688477,2.371248,0.3135,0.8876,0.8537,0.8703,0.3172,2.713433,2.401460,0.3169,0.6456,0.8922,0.7491,0.3120,0.0250,4.6e-04,174.3
190,2.689223,2.371435,0.3133,0.8872,0.8545,0.8706,0.3178,2.710954,2.397209,0.3174,0.6339,0.8971,0.7429,0.3137,0.0217,4.7e-04,174.3
191,2.686465,2.370178,0.3135,0.8895,0.8552,0.8720,0.3163,2.709206,2.397601,0.3170,0.6533,0.8878,0.7527,0.3116,0.0227,4.7e-04,174.2
192,2.684128,2.368885,0.3140,0.8871,0.8578,0.8722,0.3152,2.723120,2.409739,0.3155,0.7057,0.8668,0.7780,0.3134,0.0390,4.8e-04,174.2
193,2.685864,2.370231,0.3136,0.8905,0.8590,0.8745,0.3156,2.717567,2.404397,0.3165,0.6419,0.8927,0.7468,0.3132,0.0317,4.8e-04,175.8
194,2.687075,2.370376,0.3138,0.8909,0.8572,0.8737,0.3167,2.703797,2.395960,0.3175,0.6854,0.8756,0.7689,0.3078,0.0167,4.9e-04,174.2
195,2.685570,2.369191,0.3138,0.8889,0.8576,0.8730,0.3164,2.711407,2.402354,0.3162,0.6426,0.8980,0.7491,0.3091,0.0258,4.9e-04,174.2
196,2.685082,2.369444,0.3138,0.8876,0.8551,0.8710,0.3156,2.710776,2.396106,0.3171,0.7129,0.8683,0.7829,0.3147,0.0257,4.9e-04,174.3
197,2.683797,2.369097,0.3139,0.8902,0.8560,0.8728,0.3147,2.718206,2.399487,0.3162,0.7084,0.8688,0.7805,0.3187,0.0344,5.0e-04,175.8
198,2.683518,2.369020,0.3140,0.8913,0.8545,0.8725,0.3145,2.712029,2.401451,0.3170,0.6387,0.8976,0.7463,0.3106,0.0285,5.0e-04,174.2
199,2.681782,2.367093,0.3142,0.8874,0.8551,0.8709,0.3147,2.716181,2.402088,0.3162,0.6532,0.8932,0.7546,0.3141,0.0344,5.0e-04,174.3
200,2.681380,2.367720,0.3142,0.8887,0.8535,0.8708,0.3137,2.718800,2.403739,0.3164,0.6721,0.8839,0.7636,0.3151,0.0374,5.0e-04,174.3
